jugador,inmigrante,gol,resultado
Guso,0.0,0.0,GANO
Shantolosov,0.0,0.0,EMPATO
Lehmann,0.0,0.0,GANO
Brian Vandenbussche,0.0,0.0,GANO
Petar Milosevski,1.0,0.0,EMPATO
Vladimir Stojkovic,0.0,0.0,PERDIO
Pyatov,1.0,0.0,EMPATO
Seaman,0.0,0.0,EMPATO
Francky Vandendriessche,0.0,0.0,PERDIO
Kouba,0.0,0.0,GANO
Kaven Mikko,0.0,0.0,EMPATO
Marco Simeunovoc,1.0,0.0,GANO
Sullivan,1.0,0.0,GANO
Gianluigi Buffon,0.0,0.0,EMPATO
Ladic,1.0,0.0,EMPATO
Farkhad Veliyev,0.0,0.0,PERDIO
Stijn Stijnen,0.0,0.0,GANO
Samir Handanovic,1.0,0.0,GANO
Rni Gautur Arason,0.0,0.0,PERDIO
David Loria,1.0,0.0,EMPATO
Grgory Coupet,0.0,0.0,GANO
Farkhad Veliyev,0.0,0.0,EMPATO
Josep Gomes,0.0,0.0,PERDIO
Rni Arason,0.0,0.0,EMPATO
Kolinko,0.0,0.0,EMPATO
Ilion Lika,0.0,0.0,EMPATO
Artur Boruc,0.0,0.0,PERDIO
Iker Casillas,0.0,0.0,EMPATO
Peter Schmeichel,1.0,0.0,EMPATO
Jane Nikolovski,0.0,0.0,PERDIO
Kirly,0.0,0.0,EMPATO
Volkan Demirel,0.0,0.0,GANO
Allan Mcgregor,1.0,0.0,PERDIO
Peter Skovjensen,1.0,0.0,GANO
Malafeev Vyacheslav,0.0,0.0,GANO
Paul Robinson,0.0,0.0,EMPATO
Alexander Shovkovskiy,0.0,0.0,EMPATO
Helge Payer,0.0,0.0,EMPATO
Poom,0.0,0.0,EMPATO
Kpke,0.0,0.0,EMPATO
Kenan Hasagic,1.0,0.0,EMPATO
Paul Robinson,0.0,0.0,GANO
Ivica Kralj,0.0,0.0,PERDIO
Wojciech Kowalewski,0.0,0.0,EMPATO
Grigol Chanturia,0.0,0.0,PERDIO
Mladen Dabanovi,1.0,0.0,EMPATO
Vyacheslav Malafeev,0.0,0.0,PERDIO
Van Der Sar,1.0,0.0,EMPATO
Antonis Giorgallidis,0.0,0.0,PERDIO
Leusas,0.0,0.0,PERDIO
Gennadi Tumilovich,0.0,0.0,PERDIO
Sergei Pareiko,0.0,0.0,EMPATO
Francesco Toldo,0.0,0.0,EMPATO
Magnus Hedman,0.0,0.0,PERDIO
Ivankov Dimitar,0.0,0.0,EMPATO
Huber,1.0,0.0,PERDIO
Vyacheslav Malafeev,0.0,0.0,EMPATO
Robert Douglas,1.0,0.0,PERDIO
Tefan Seneck,0.0,0.0,PERDIO
Kocic,0.0,0.0,EMPATO
Karavajevs,0.0,0.0,PERDIO
Espen Johnsen,0.0,0.0,PERDIO
Krogh,0.0,0.0,PERDIO
Poom,0.0,0.0,PERDIO
Zydrunas Karcemarskas,0.0,0.0,EMPATO
David James,1.0,0.0,GANO
Miroslav Knig,1.0,0.0,PERDIO
Mladen Dabanovic,1.0,0.0,EMPATO
Thomas Myhre,0.0,0.0,GANO
Georgi Petkov,0.0,0.0,EMPATO
David Seaman,0.0,0.0,GANO
Samir Handanovic,1.0,0.0,EMPATO
Miroslav Knig,1.0,0.0,GANO
Georgi Lomaia,0.0,0.0,PERDIO
Homas Myhre,0.0,0.0,GANO
Kamil Contofalsk,1.0,0.0,GANO
Viacheslav Malafeev,0.0,0.0,GANO
Danny Coyne,1.0,0.0,PERDIO
Rui Patrcio,0.0,0.0,GANO
Peter Shilton,0.0,0.0,PERDIO
Grgory Coupet,0.0,0.0,PERDIO
Borut Mavric,0.0,0.0,GANO
Justin Haber,1.0,0.0,GANO
Shovkovskyi,0.0,0.0,EMPATO
Antonis Nikopolidis,0.0,0.0,GANO
Arian Beqaj,0.0,0.0,PERDIO
Bogdan Stelea,0.0,0.0,EMPATO
Espen Johnsen,0.0,0.0,GANO
Kharin,0.0,0.0,PERDIO
Tumilovich,0.0,0.0,PERDIO
Walter Zenga,1.0,0.0,PERDIO
Thomas Myhre,0.0,0.0,EMPATO
Bkristinsson,0.0,0.0,EMPATO
Vencel,0.0,0.0,PERDIO
Daniel Ztka,0.0,0.0,GANO
Vyacheslav Malafeyev,0.0,0.0,EMPATO
Macho Juergen,0.0,0.0,PERDIO
Robinson Paul,0.0,0.0,PERDIO
Seaman,0.0,0.0,GANO
Kramarenko Dmitriy,0.0,0.0,PERDIO
Martyn,0.0,0.0,GANO
Thomas Ravelli,0.0,0.0,GANO
Pascolo,1.0,0.0,PERDIO
Atmatsidis,0.0,0.0,EMPATO
Paul Gallacher,0.0,0.0,PERDIO
Mario Muscat,0.0,0.0,PERDIO
Alexander Shovkovskiy,0.0,0.0,PERDIO
Petr Cech,1.0,0.0,EMPATO
Jehle,1.0,0.0,GANO
Michael Morphis,1.0,0.0,PERDIO
Jean Francois Gillet,1.0,0.0,PERDIO
Stijn Stijnen,0.0,0.0,EMPATO
Zubizarreta                        Fc Barcelona,0.0,0.0,GANO
Yuri Zhevnov,0.0,0.0,GANO
Vladimir Gaev,1.0,0.0,PERDIO
Bogdan Stelea,0.0,0.0,PERDIO
Gbor Kiraly,0.0,0.0,EMPATO
David James,1.0,0.0,EMPATO
Santiago Caizares,0.0,0.0,GANO
Satsunkevich,0.0,0.0,EMPATO
Jrg Stiel,1.0,0.0,GANO
Volkan Demirel,0.0,0.0,EMPATO
Arian Beqaj,0.0,0.0,GANO
Adnan Guo,0.0,0.0,PERDIO
Roy Carroll,1.0,0.0,GANO
Zoltn Vgh,0.0,0.0,PERDIO
Juergen Macho,0.0,0.0,PERDIO
Rinat Dasayev C,0.0,0.0,EMPATO
Antonis Georgallides,0.0,0.0,PERDIO
Vladimir Stojkovic,1.0,0.0,GANO
Paddy Kenny,0.0,0.0,PERDIO
Schmeichel  Goldbk,0.0,0.0,GANO
Vitalyi Reva,1.0,0.0,EMPATO
Gianluigi Buffon,0.0,0.0,PERDIO
Geert De Vlieger,0.0,0.0,PERDIO
Dabanovic,1.0,0.0,GANO
Edwin Van Der Sar,1.0,0.0,PERDIO
Kelly,1.0,0.0,GANO
Stelea,0.0,0.0,EMPATO
Yury Zhavnov,0.0,0.0,PERDIO
Douglas Robert,1.0,0.0,PERDIO
Shavit Elimelech,0.0,0.0,GANO
Hedman,0.0,0.0,EMPATO
David Gvaramadze,0.0,0.0,PERDIO
Kouba,0.0,0.0,PERDIO
Barthez,0.0,0.0,PERDIO
Manninger,0.0,0.0,PERDIO
Malafeev Vyacheslav,1.0,0.0,GANO
Jaromir Blazek,1.0,0.0,GANO
Ivankov,0.0,0.0,EMPATO
Vtor Baa,0.0,0.0,PERDIO
Sorensen Thomas,1.0,0.0,PERDIO
Chris Woods,0.0,0.0,EMPATO
Shavit Elimelech,0.0,0.0,PERDIO
Contofalsky Kamil,0.0,0.0,PERDIO
Mrton Flp,0.0,0.0,PERDIO
Jorg Stiel,0.0,0.0,GANO
Jane Nikolovski,0.0,0.0,GANO
Wayne Henderson,1.0,0.0,GANO
Npanayiotou,0.0,0.0,GANO
Berezovski,1.0,0.0,EMPATO
Pavel Londak,1.0,0.0,EMPATO
Huber,1.0,0.0,EMPATO
Wayne Robert Hennessey,1.0,0.0,GANO
Arason Arni,0.0,0.0,EMPATO
Stijn Stijnen,1.0,0.0,EMPATO
Vitor Baia,0.0,0.0,EMPATO
Van Der Sar,1.0,0.0,GANO
Peruzzi,0.0,0.0,GANO
Barry,1.0,0.0,PERDIO
Boruc Artur,0.0,0.0,PERDIO
Dedic,0.0,0.0,GANO
Babos,0.0,0.0,GANO
Gabor Babos,0.0,0.0,GANO
Mokin,1.0,0.0,PERDIO
Kenan Hasagic,1.0,0.0,PERDIO
Ladi,0.0,0.0,PERDIO
Vtor Baa,0.0,0.0,EMPATO
Barthez,0.0,0.0,EMPATO
Dinov,0.0,0.0,PERDIO
Hasanzadeh,0.0,0.0,PERDIO
Vladimir Gabulov,0.0,0.0,PERDIO
Thomas Sorensen,1.0,0.0,EMPATO
Mikkjal Thomassen,0.0,0.0,PERDIO
Knig,1.0,0.0,EMPATO
Cherchesov,0.0,0.0,EMPATO
Mokin,1.0,0.0,GANO
Joerg Stiel C,0.0,0.0,PERDIO
Zoltn Vegh,0.0,0.0,GANO
Ivankov,0.0,0.0,PERDIO
Rustu Recber,0.0,0.0,PERDIO
Zydrunas Karcemarskas,0.0,0.0,GANO
Kpke,0.0,0.0,GANO
Peruzzi Angelo,0.0,0.0,EMPATO
Zdravko Zdravkov,0.0,0.0,PERDIO
Coselev,0.0,0.0,PERDIO
Ivica Kralj,0.0,0.0,EMPATO
Taylor Maik,1.0,0.0,EMPATO
Roman Berezovsky,1.0,0.0,GANO
Santiago Caizares,0.0,0.0,PERDIO
Petr Cech,0.0,0.0,EMPATO
Mihailov,1.0,0.0,EMPATO
Paul Jones,1.0,0.0,EMPATO
Antonis Georgallides,0.0,0.0,GANO
Giorgi Makaridze,0.0,0.0,GANO
Mario Muscat,0.0,0.0,EMPATO
Dragoslav Jevric,0.0,0.0,GANO
Nicoas Panayiotou,0.0,0.0,EMPATO
Prunea,0.0,0.0,PERDIO
Nicos Panayiotou,0.0,0.0,EMPATO
Knudsen,1.0,0.0,PERDIO
Gianluigi Buffon C,0.0,0.0,EMPATO
Aleksandrs Kolinko,1.0,0.0,GANO
Stipe Pletikosa,0.0,0.0,EMPATO
Gbor Kiraly,0.0,0.0,PERDIO
Packie Bonner,0.0,0.0,EMPATO
Konstantinos Chalkias,0.0,0.0,EMPATO
James David,0.0,0.0,EMPATO
Ronald Waterreus,0.0,0.0,EMPATO
Knig,1.0,0.0,PERDIO
Justin Haber,1.0,0.0,EMPATO
Kstas Khalkis,,0.0,PERDIO
Frode Olsen,0.0,0.0,PERDIO
Cini,1.0,0.0,PERDIO
Francesco Toldo,0.0,0.0,PERDIO
Veniamin Mandrykin,0.0,0.0,PERDIO
Maart Poon,0.0,0.0,PERDIO
Volkan Demirel,0.0,0.0,PERDIO
Andri Pyatov,0.0,0.0,GANO
Geert De Vlieger,0.0,0.0,EMPATO
Wohlfahrt,0.0,0.0,EMPATO
Baardsen,0.0,0.0,PERDIO
Vladimir Gabulov,0.0,0.0,GANO
Antonis Georgallides,0.0,0.0,EMPATO
Antonis Nikopolidis,0.0,0.0,EMPATO
Jens Martin Knudsen,1.0,0.0,PERDIO
Kramarenko,1.0,0.0,EMPATO
Wojciech Kowalewski,1.0,0.0,PERDIO
Marco Simeunovoc,1.0,0.0,EMPATO
Kouba,0.0,0.0,EMPATO
David Seaman,0.0,0.0,PERDIO
Goram,1.0,0.0,PERDIO
Steve Mandanda,0.0,0.0,EMPATO
Shavit Elimelech,0.0,0.0,EMPATO
Magnus Hedman,0.0,0.0,EMPATO
Gevorg Kasparov,1.0,0.0,GANO
Dedic,0.0,0.0,EMPATO
Mikkelsen,0.0,0.0,EMPATO
Stanislav Namasco,0.0,0.0,GANO
Thomas Myhre,0.0,0.0,PERDIO
Zdravkov,0.0,0.0,GANO
Sergei Ovchinnikov,0.0,0.0,PERDIO
Jens Martin Knudsen,1.0,0.0,EMPATO
Gintaras Stauce,0.0,0.0,GANO
Ricardo Pereira,1.0,0.0,PERDIO
Madzovski Filip,0.0,0.0,GANO
Martin Heeb,0.0,0.0,PERDIO
Eduardas Kurskis,0.0,0.0,GANO
Roman Berezovsku,1.0,0.0,PERDIO
Filip De Wilde,1.0,0.0,GANO
Giori Lamaia,0.0,0.0,PERDIO
Fettis,1.0,0.0,GANO
Mickal Landreau,0.0,0.0,PERDIO
Glyn Myhill,1.0,0.0,GANO
Kolev Stoyan,0.0,0.0,EMPATO
Eike Immel,0.0,0.0,EMPATO
Kaalma,0.0,0.0,PERDIO
Berezovski,1.0,0.0,GANO
S Handanovic,1.0,0.0,PERDIO
Zdravkov,0.0,0.0,PERDIO
Frode Olsen,0.0,0.0,EMPATO
Petr Cech,1.0,0.0,GANO
Marco Amelia,0.0,0.0,EMPATO
Barthez,0.0,0.0,GANO
Peruzzi,0.0,0.0,EMPATO
Kasparov,0.0,0.0,PERDIO
Samir Handanovic,0.0,0.0,PERDIO
Cohen,0.0,0.0,GANO
Zuberbhler,0.0,0.0,GANO
Peter Schmeichel,1.0,0.0,GANO
Bogdan Stelea,0.0,0.0,GANO
Abrahamian,0.0,0.0,GANO
Sander Westerveld,0.0,0.0,GANO
Pedro Espinha,0.0,0.0,GANO
Kaalma Martin,0.0,0.0,PERDIO
Nigel Martyn,0.0,0.0,PERDIO
Kolinko,0.0,0.0,GANO
Sullivan,1.0,0.0,EMPATO
Fabien Barthez,0.0,0.0,PERDIO
Kralj,0.0,0.0,EMPATO
Lomaia George,0.0,0.0,GANO
Serghei Pascenco,0.0,0.0,PERDIO
Schmeichel,1.0,0.0,EMPATO
Niemi,0.0,0.0,GANO
Nir Davidovich,0.0,0.0,PERDIO
Grods,0.0,0.0,EMPATO
Agayev,0.0,0.0,GANO
Mavric Borut,1.0,0.0,EMPATO
Mrmi,,0.0,PERDIO
Zubizarreta,0.0,0.0,PERDIO
Bruno Martini,1.0,0.0,PERDIO
Magomedov,,0.0,PERDIO
Hilfiker,0.0,0.0,PERDIO
Martyn,0.0,0.0,EMPATO
Vorobiov,0.0,0.0,EMPATO
Hans Van Breukelen,0.0,0.0,PERDIO
Vladimir Stojkovic,1.0,0.0,PERDIO
Wohlfahrt,0.0,0.0,PERDIO
Kirly,0.0,0.0,PERDIO
Ujkani,1.0,0.0,PERDIO
Grishikashvili,0.0,0.0,EMPATO
Viander,0.0,0.0,GANO
Krogh,0.0,0.0,EMPATO
Rami Shaaban,0.0,0.0,GANO
Arian Beqaj,0.0,0.0,EMPATO
Serghei Pascenco,0.0,0.0,EMPATO
Bkristinsson,0.0,1.0,GANO
Diego Benaglio,1.0,0.0,EMPATO
Vitalyi Reva,1.0,0.0,GANO
Giorgi Lamaia,0.0,0.0,GANO
Scott Carson,1.0,0.0,PERDIO
Jane Nikolovski,0.0,0.0,EMPATO
Pavel Srnicek,1.0,0.0,PERDIO
Giorgi Makaridze,0.0,0.0,PERDIO
Dragoslav Jevric,0.0,0.0,PERDIO
Togonidze,0.0,0.0,PERDIO
Malafeev Vyacheslav,1.0,0.0,PERDIO
Skovjensen Peter,0.0,0.0,GANO
Ker Casillas C,1.0,0.0,EMPATO
Gennadi Tumilovich,0.0,0.0,GANO
Gregory Coupet,0.0,0.0,EMPATO
Jahangir Hasanzade,0.0,0.0,EMPATO
Yuri Zhevnov,0.0,0.0,PERDIO
Vlada Avramov,1.0,0.0,GANO
Stphane Gillet,1.0,0.0,PERDIO
Thomas Ravelli,0.0,0.0,EMPATO
Vyacheslav Malafeyev,0.0,0.0,GANO
Grigol Chanturia,0.0,0.0,GANO
Davidovitch Nir   Gk,0.0,0.0,GANO
Alexander Manninger,0.0,0.0,PERDIO
Jehle,1.0,0.0,EMPATO
Mickal Landreau,0.0,0.0,EMPATO
Manninger,0.0,0.0,GANO
Zubizaretta,0.0,0.0,GANO
Michael Gspurning,0.0,0.0,PERDIO
Fettis,1.0,0.0,EMPATO
Isli Hidi,1.0,0.0,EMPATO
Wayne Henderson,1.0,0.0,EMPATO
Przemysaw Tyto,0.0,0.0,PERDIO
Demirel Volkan,1.0,0.0,PERDIO
Kiely,0.0,0.0,EMPATO
Fabien Barthez,0.0,0.0,EMPATO
Johnsen Espen,0.0,0.0,PERDIO
Georgi Petkov,0.0,0.0,GANO
Ronald Waterreus,0.0,0.0,GANO
Timo Hildebrand,0.0,0.0,EMPATO
Huber,1.0,0.0,GANO
Hennessey,1.0,0.0,GANO
Gintaras Stauce,0.0,0.0,PERDIO
Proto Silvio,1.0,0.0,EMPATO
Zuberbuehler Pascal,0.0,0.0,PERDIO
Lukasz Fabianski,0.0,0.0,GANO
Myhre,0.0,0.0,GANO
Kolinko,0.0,0.0,PERDIO
Barthez Fabien,0.0,0.0,GANO
Jovcev Gogo,1.0,0.0,PERDIO
Zdravkov,0.0,0.0,EMPATO
Wojciech Szczsny,0.0,0.0,EMPATO
Rni Gautur Arason,0.0,0.0,EMPATO
Schranz Andreas,0.0,0.0,EMPATO
Cohen,0.0,0.0,EMPATO
Aleksanders Kolinko,1.0,0.0,PERDIO
Filip De Wilde,1.0,0.0,PERDIO
Khomutovsky Vasily,0.0,0.0,EMPATO
Michael Morphis,1.0,0.0,GANO
Goram,1.0,0.0,GANO
Adler,0.0,0.0,GANO
Buffon,0.0,0.0,PERDIO
Walter Zenga,1.0,0.0,GANO
Schmeichel,1.0,0.0,PERDIO
Vlada Avramov,1.0,0.0,EMPATO
Frode Olsen,0.0,0.0,GANO
Given,1.0,0.0,EMPATO
Bodo Illgner,0.0,0.0,GANO
Thomas Ravelli,0.0,0.0,PERDIO
Simeunovic,0.0,0.0,EMPATO
Karavajevs,0.0,0.0,EMPATO
Vasili Khomutovski,1.0,0.0,EMPATO
Pascolo,1.0,0.0,EMPATO
Van Der Sar,1.0,0.0,PERDIO
Wayne Robert Hennessey,1.0,0.0,EMPATO
Filimonov,0.0,0.0,EMPATO
Georgi Lomaia,0.0,0.0,EMPATO
Knig,1.0,0.0,GANO
Zdravko Zdravkov,0.0,0.0,GANO
Zdravko Zdrakov,0.0,0.0,GANO
Jon Knudsen,1.0,0.0,EMPATO
Gvaramadze,0.0,0.0,GANO
Jrg Stiel,1.0,0.0,EMPATO
Poom Mart,1.0,0.0,PERDIO
Ricardo Pereira,1.0,0.0,EMPATO
Danut Coman,0.0,0.0,PERDIO
Rinat Dasayev C,0.0,0.0,PERDIO
Satsunkevich,0.0,0.0,PERDIO
Buffon Gianluigi,1.0,0.0,EMPATO
Gauci Reuben,0.0,0.0,PERDIO
Kahn,1.0,0.0,PERDIO
Andy Goram,1.0,0.0,GANO
Susko,1.0,0.0,GANO
Dmitri Kramarenko,1.0,0.0,PERDIO
Pavel Londak,1.0,0.0,GANO
Pascal Zuberbhler,0.0,0.0,EMPATO
Filevski,0.0,0.0,EMPATO
Packie Bonner,0.0,0.0,GANO
Pascal Zuberbuehler,0.0,0.0,GANO
Eike Immel,0.0,0.0,PERDIO
Paul Douglas Jones,1.0,0.0,EMPATO
Sofronis Avgousti,0.0,0.0,EMPATO
Tomislav Butina,0.0,0.0,PERDIO
Juergen Macho,0.0,0.0,EMPATO
Sergei Pascenco,0.0,0.0,PERDIO
Vorobiov,0.0,0.0,GANO
Niemi Antti,1.0,0.0,PERDIO
Paul Robinson,0.0,0.0,PERDIO
Steve Mandanda,0.0,0.0,PERDIO
Tumilovich,0.0,0.0,EMPATO
Bernard Lama,1.0,0.0,PERDIO
David James,1.0,0.0,PERDIO
Leusas,0.0,0.0,GANO
Zdravko Zdravkov,0.0,0.0,EMPATO
Wayne Robert Hennessey,1.0,0.0,PERDIO
David Seaman,0.0,0.0,EMPATO
Buffon Gianluigi,1.0,0.0,PERDIO
Gregory Coupet,0.0,0.0,PERDIO
Pavel Londak,1.0,0.0,PERDIO
Almir Tolja,0.0,0.0,PERDIO
Farkhad Veliyev,0.0,0.0,GANO
Nikoloski Jane,0.0,0.0,PERDIO
Andreas Isaksson,0.0,0.0,GANO
Foto Strakosha,0.0,0.0,EMPATO
Mihailov,1.0,0.0,PERDIO
Milosevski,0.0,0.0,EMPATO
Rui Patrcio,0.0,0.0,PERDIO
Mer Atki,0.0,0.0,EMPATO
Samir Handanovic,0.0,0.0,EMPATO
Pascal Zuberbhler,0.0,0.0,PERDIO
Saviour Darmanin,0.0,0.0,PERDIO
Alvarez Jesus   Gk,1.0,0.0,PERDIO
Catkic Omer,0.0,0.0,GANO
Gvaramadze,0.0,0.0,EMPATO
Nicos Panayiotou,0.0,0.0,GANO
Dabanovic,1.0,0.0,EMPATO
Cohen,0.0,0.0,PERDIO
Vladimir Gabulov,1.0,0.0,PERDIO
Paul Douglas Jones,1.0,0.0,PERDIO
Foto Strakosha,0.0,0.0,GANO
Nicolai Calancea,0.0,0.0,GANO
Olexandr Shovkovskiy,1.0,0.0,EMPATO
Giorgi Lomaia,0.0,0.0,GANO
Ram,0.0,0.0,GANO
Begay,1.0,0.0,GANO
Poom Mart,1.0,0.0,EMPATO
Vedran Runje,1.0,0.0,PERDIO
Chalkias,0.0,0.0,EMPATO
Hkon Opdal,0.0,0.0,EMPATO
Sidorczuk,0.0,0.0,PERDIO
Oliver Kahn C,0.0,0.0,EMPATO
Taylor,1.0,0.0,EMPATO
Leighton,1.0,0.0,GANO
Vyacheslav Malafeev,0.0,0.0,GANO
Elimelech,1.0,0.0,PERDIO
Schranz Andreas,0.0,0.0,PERDIO
Lika Ilion,0.0,0.0,EMPATO
Pletikosa,0.0,0.0,GANO
Antti Niemi,0.0,0.0,EMPATO
Stefan Senecky,1.0,0.0,PERDIO
Tomislav Piplica,1.0,0.0,PERDIO
Stelea Bogdan   Gk,0.0,0.0,EMPATO
Matysek,0.0,0.0,EMPATO
Zhidkov,1.0,0.0,PERDIO
Gbor Kirly,0.0,0.0,GANO
Kim Kinziger,0.0,0.0,PERDIO
Tefan Seneck,0.0,0.0,EMPATO
Bobo Illgner,0.0,0.0,EMPATO
Troels Rasmussen,0.0,0.0,PERDIO
Loriya David,1.0,0.0,EMPATO
Pavel Srnicek,1.0,0.0,GANO
Joerg Stiel,0.0,0.0,EMPATO
Sbastien Frey,0.0,0.0,EMPATO
Juraj Bucek,0.0,0.0,PERDIO
Vladimir Disljenkovic,1.0,0.0,PERDIO
Jesper Christiansen,0.0,0.0,GANO
Evric Dragoslav,1.0,0.0,EMPATO
Vladimir Gayev,1.0,0.0,PERDIO
Petr Ech,0.0,0.0,PERDIO
Given,1.0,0.0,PERDIO
Caizares,0.0,0.0,PERDIO
Alexander Manninger,1.0,0.0,EMPATO
Vitor Baia,0.0,0.0,PERDIO
Vincent Kompany,0.0,0.0,GANO
Tomas Stjepan,0.0,0.0,GANO
Sean St Ledger,1.0,1.0,EMPATO
Christopher Gunter,1.0,0.0,GANO
Bacary Sagna,0.0,0.0,EMPATO
Had Marian,0.0,0.0,EMPATO
Berberovic Dzemal,0.0,0.0,GANO
Kirk Broadfoot,0.0,0.0,EMPATO
Josip Simunic,1.0,0.0,GANO
Telser Martin,0.0,0.0,EMPATO
Marco Ritzberger,1.0,0.0,PERDIO
Lucius Theo,0.0,0.0,GANO
Grygera Zdenek,0.0,0.0,GANO
Jon Hoiland,0.0,0.0,PERDIO
Jon Hoiland,0.0,0.0,GANO
Young Luke,0.0,0.0,GANO
George Ogararu,1.0,0.0,EMPATO
Gresko Vratislav,1.0,0.0,GANO
Nikolce Noveski,1.0,0.0,GANO
Federspiel Ben,1.0,0.0,PERDIO
Vitaliy Mandzyuk,0.0,0.0,GANO
Dokhoyan Karen,0.0,1.0,EMPATO
Paulo Ferreira,0.0,0.0,GANO
Graham Alexander,1.0,0.0,GANO
Ciantar Ian,1.0,0.0,EMPATO
Berezutsky Alexei,0.0,0.0,GANO
Paul Mcshane,1.0,0.0,EMPATO
Basa,1.0,0.0,GANO
Samuel Ricketts,1.0,0.0,PERDIO
Ozalan Alpay,0.0,0.0,EMPATO
Magnin Ludovic,1.0,1.0,EMPATO
Gretar Steinsson,0.0,0.0,PERDIO
Zakresevskis Arturs,0.0,0.0,EMPATO
Olof Mellberg,0.0,0.0,GANO
Emir Spahic,1.0,0.0,GANO
Bosacki,0.0,0.0,GANO
Bonera Daniele,0.0,0.0,GANO
Pekark,,0.0,EMPATO
Salgado Michel,0.0,0.0,GANO
Srna Darijo,1.0,0.0,GANO
Alexander Anyukov,0.0,0.0,GANO
Ostlund Alexander,0.0,0.0,GANO
Nesmachnyi Andriy,0.0,0.0,GANO
Poulsen Christian,0.0,0.0,GANO
Taavi Rahn,0.0,0.0,GANO
Bergdolmo Andre,1.0,0.0,GANO
Mc Cartney George,1.0,0.0,EMPATO
Sigurdsson Kristjan,0.0,0.0,PERDIO
Mcauley,1.0,0.0,GANO
Bruno Alves,0.0,0.0,GANO
Dokhoyan Karen,0.0,0.0,PERDIO
Bodnar Laszlo,1.0,0.0,GANO
Nikolai Kashevski,0.0,0.0,GANO
Paul Mcshane,1.0,0.0,GANO
Nesmachnyi Andriy,0.0,0.0,PERDIO
Solvi Ottesen,1.0,0.0,EMPATO
Samat Smakov,1.0,0.0,PERDIO
Khohlov Nikita,1.0,0.0,PERDIO
Baltiyev Ruslan,0.0,0.0,PERDIO
Cipot Fabijan,0.0,0.0,EMPATO
Irismetov Farkhadbek,1.0,0.0,PERDIO
Duffy Richard,1.0,0.0,PERDIO
Stankevicius Marius,0.0,0.0,GANO
Stepanovs Igors,0.0,0.0,EMPATO
Melikyan Eghishe,0.0,0.0,GANO
Aleksandr Anyukov,0.0,0.0,GANO
Magnin Ludovic,1.0,0.0,EMPATO
Marcin Wasilewski,0.0,0.0,EMPATO
Elias Charalambous,0.0,0.0,PERDIO
Ucha Lobjanidze,0.0,0.0,EMPATO
Vidas Alunderis,0.0,0.0,GANO
Serghei Lascencov,0.0,0.0,PERDIO
Olsen Suni,0.0,0.0,PERDIO
Contra Cosmin,0.0,0.0,GANO
John Heitinga,1.0,0.0,GANO
Jose Bosingwa,0.0,0.0,PERDIO
Wes Brown,1.0,0.0,GANO
Komac,0.0,0.0,EMPATO
Dirk Marcellis,1.0,0.0,GANO
Stephen Kelly,1.0,0.0,GANO
Ivan Obradovic,1.0,0.0,GANO
Seitaridis Giourkas,0.0,0.0,GANO
Lungu Vladislav,1.0,0.0,PERDIO
Valentini Carlo,1.0,0.0,PERDIO
Carr Stephen,1.0,0.0,GANO
De Jong Nigel,0.0,0.0,EMPATO
Raul Albiol,0.0,0.0,GANO
Baird Chris,1.0,0.0,GANO
O Shea John,1.0,0.0,EMPATO
Ostlund Alexander,0.0,0.0,PERDIO
Alexandersson Niclas,0.0,0.0,GANO
Kaiafas Costas,0.0,0.0,PERDIO
Poulsen Christian,0.0,1.0,GANO
Beqiri Elvin,0.0,0.0,GANO
Simons Timmy,1.0,0.0,PERDIO
Oskars Klava,0.0,0.0,GANO
Paetur Dam Jacobsen,0.0,0.0,PERDIO
Stephan Lichtsteiner,0.0,0.0,GANO
Evra Patrice,1.0,0.0,EMPATO
Filekovic Suad,1.0,0.0,PERDIO
Delaney Mark,1.0,0.0,PERDIO
Cana Lorik,1.0,0.0,PERDIO
Telser Martin,0.0,0.0,GANO
Radostin Kishishev,0.0,1.0,GANO
Semberas Deividas,0.0,0.0,EMPATO
Telser Martin,0.0,0.0,PERDIO
Glen Johnson,0.0,0.0,GANO
Andreas Beck,0.0,0.0,GANO
Allas Teet,0.0,0.0,EMPATO
Berezutsky Vassili,1.0,0.0,EMPATO
Radostin Kishishev,0.0,0.0,GANO
Ns,0.0,0.0,PERDIO
Srna Darijo,1.0,0.0,EMPATO
Allas Teet,0.0,0.0,PERDIO
Mavric Matej,1.0,0.0,PERDIO
Pasanen Petri,0.0,0.0,GANO
Harazi Alon,1.0,0.0,GANO
Armend Dallku,0.0,0.0,EMPATO
Lubo Hanzel,1.0,1.0,GANO
Sargis Hovsepyan,0.0,0.0,PERDIO
Kishishev Radostin,0.0,0.0,PERDIO
Heiko Westermann,1.0,0.0,GANO
Grygera Zdenek,0.0,0.0,PERDIO
Melikyan Eghishe,0.0,0.0,PERDIO
Petri Pasanen,0.0,0.0,EMPATO
Davide Santon,0.0,0.0,GANO
Gareth Mcauley,0.0,0.0,GANO
Sergei Omelyanchuk,0.0,0.0,PERDIO
Kristi Vangjeli,0.0,0.0,PERDIO
Bodnar Laszlo,1.0,0.0,EMPATO
Saarinen Janne,0.0,0.0,PERDIO
Fabio Delia,1.0,0.0,PERDIO
Rail Malikov,0.0,0.0,EMPATO
Josep Ayala,1.0,0.0,PERDIO
Mjavanadze Kakhaber,0.0,0.0,GANO
