,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
196703,   0.1049,   0.1184,   0.2504,   0.1077,   0.0907,   0.1508
196704,   0.1055,   0.1185,   0.2477,   0.1073,   0.0911,   0.1519
196705,   0.1072,   0.1184,   0.2452,   0.1069,   0.0922,   0.1530
196706,   0.1047,   0.1187,   0.2444,   0.1087,   0.0925,   0.1524
196707,   0.1048,   0.1552,   0.2343,   0.1196,   0.1186,   0.1785
196708,   0.1037,   0.1555,   0.2319,   0.1222,   0.1180,   0.1771
196709,   0.1024,   0.1526,   0.2277,   0.1239,   0.1176,   0.1769
196710,   0.1026,   0.1523,   0.2277,   0.1265,   0.1165,   0.1766
196711,   0.1021,   0.1523,   0.2283,   0.1280,   0.1167,   0.1803
196712,   0.1043,   0.1542,   0.2307,   0.1292,   0.1172,   0.1812
196801,   0.1071,   0.1549,   0.2336,   0.1295,   0.1167,   0.1817
196802,   0.1054,   0.1518,   0.2301,   0.1254,   0.1152,   0.1787
196803,   0.1033,   0.1505,   0.2265,   0.1248,   0.1148,   0.1777
196804,   0.1016,   0.1505,   0.2259,   0.1260,   0.1142,   0.1798
196805,   0.1001,   0.1516,   0.2301,   0.1303,   0.1148,   0.1812
196806,   0.1025,   0.1513,   0.2309,   0.1309,   0.1148,   0.1836
196807,   0.0984,   0.1548,   0.2263,   0.1281,   0.1130,   0.1749
196808,   0.0949,   0.1537,   0.2222,   0.1254,   0.1119,   0.1717
196809,   0.0936,   0.1523,   0.2238,   0.1236,   0.1122,   0.1720
196810,   0.0974,   0.1534,   0.2227,   0.1206,   0.1130,   0.1719
196811,   0.0962,   0.1517,   0.2234,   0.1210,   0.1127,   0.1691
196812,   0.1011,   0.1528,   0.2248,   0.1215,   0.1130,   0.1729
196901,   0.0992,   0.1533,   0.2256,   0.1200,   0.1128,   0.1727
196902,   0.0997,   0.1497,   0.2267,   0.1190,   0.1118,   0.1716
196903,   0.0943,   0.1489,   0.2222,   0.1187,   0.1111,   0.1689
196904,   0.0959,   0.1502,   0.2201,   0.1180,   0.1114,   0.1682
196905,   0.0942,   0.1474,   0.2219,   0.1175,   0.1104,   0.1690
196906,   0.0885,   0.1484,   0.2192,   0.1160,   0.1103,   0.1681
196907,   0.1953,   0.2277,   0.3072,   0.1114,   0.1177,   0.1691
196908,   0.1875,   0.2255,   0.3044,   0.1117,   0.1166,   0.1678
196909,   0.1951,   0.2304,   0.3079,   0.1123,   0.1181,   0.1701
196910,   0.1942,   0.2331,   0.3065,   0.1149,   0.1179,   0.1685
196911,   0.1990,   0.2388,   0.3121,   0.1168,   0.1176,   0.1693
196912,   0.1981,   0.2356,   0.3126,   0.1176,   0.1178,   0.1699
197001,   0.2014,   0.2334,   0.3155,   0.1180,   0.1182,   0.1693
197002,   0.1929,   0.2271,   0.3125,   0.1172,   0.1164,   0.1674
197003,   0.1883,   0.2251,   0.3120,   0.1169,   0.1165,   0.1663
197004,   0.1844,   0.2196,   0.3056,   0.1164,   0.1151,   0.1644
197005,   0.1724,   0.2058,   0.2921,   0.1128,   0.1140,   0.1598
197006,   0.1631,   0.2009,   0.2870,   0.1104,   0.1139,   0.1574
197007,   0.1774,   0.1745,   0.2951,   0.1133,   0.1113,   0.1443
197008,   0.1750,   0.1738,   0.2948,   0.1117,   0.1107,   0.1437
197009,   0.1730,   0.1748,   0.2979,   0.1127,   0.1111,   0.1451
197010,   0.1778,   0.1823,   0.3092,   0.1150,   0.1118,   0.1485
197011,   0.1743,   0.1809,   0.3048,   0.1142,   0.1110,   0.1475
197012,   0.1740,   0.1768,   0.3009,   0.1135,   0.1115,   0.1469
197101,   0.1730,   0.1765,   0.3012,   0.1139,   0.1115,   0.1453
197102,   0.1673,   0.1756,   0.3020,   0.1155,   0.1122,   0.1473
197103,   0.1696,   0.1770,   0.3011,   0.1145,   0.1119,   0.1477
197104,   0.1706,   0.1789,   0.3049,   0.1162,   0.1127,   0.1490
197105,   0.1692,   0.1779,   0.3016,   0.1162,   0.1132,   0.1491
197106,   0.1681,   0.1773,   0.3032,   0.1168,   0.1136,   0.1499
197107,   0.0584,   0.1177,   0.1770,   0.0883,   0.0911,   0.1481
197108,   0.0558,   0.1152,   0.1769,   0.0883,   0.0909,   0.1467
197109,   0.0551,   0.1143,   0.1785,   0.0881,   0.0901,   0.1466
197110,   0.0551,   0.1162,   0.1827,   0.0885,   0.0901,   0.1467
197111,   0.0562,   0.1159,   0.1829,   0.0883,   0.0906,   0.1464
197112,   0.0549,   0.1155,   0.1828,   0.0878,   0.0905,   0.1469
197201,   0.0541,   0.1186,   0.1832,   0.0881,   0.0913,   0.1478
197202,   0.0522,   0.1187,   0.1830,   0.0876,   0.0918,   0.1489
197203,   0.0517,   0.1200,   0.1823,   0.0872,   0.0927,   0.1492
197204,   0.0536,   0.1203,   0.1840,   0.0865,   0.0920,   0.1492
197205,   0.0517,   0.1202,   0.1832,   0.0876,   0.0924,   0.1497
197206,   0.0498,   0.1213,   0.1859,   0.0883,   0.0936,   0.1505
197207,   0.0523,   0.0938,   0.1529,   0.0997,   0.0944,   0.1215
197208,   0.0541,   0.0920,   0.1505,   0.1000,   0.0940,   0.1209
197209,   0.0521,   0.0913,   0.1495,   0.0985,   0.0931,   0.1203
197210,   0.0525,   0.0906,   0.1510,   0.0988,   0.0933,   0.1206
197211,   0.0509,   0.0896,   0.1498,   0.0995,   0.0933,   0.1198
197212,   0.0479,   0.0893,   0.1485,   0.0982,   0.0927,   0.1201
197301,   0.0493,   0.0893,   0.1479,   0.1031,   0.0928,   0.1202
197302,   0.0467,   0.0877,   0.1431,   0.1015,   0.0923,   0.1193
197303,   0.0461,   0.0872,   0.1404,   0.0997,   0.0923,   0.1191
197304,   0.0453,   0.0868,   0.1370,   0.0983,   0.0920,   0.1190
197305,   0.0458,   0.0849,   0.1321,   0.0974,   0.0916,   0.1178
197306,   0.0433,   0.0857,   0.1298,   0.0978,   0.0910,   0.1174
197307,   0.1085,   0.1419,   0.2119,   0.0925,   0.1049,   0.1194
197308,   0.1156,   0.1459,   0.2203,   0.0923,   0.1060,   0.1210
197309,   0.1168,   0.1456,   0.2206,   0.0906,   0.1055,   0.1212
197310,   0.1158,   0.1471,   0.2221,   0.0888,   0.1054,   0.1206
197311,   0.1153,   0.1453,   0.2179,   0.0874,   0.1049,   0.1204
197312,   0.1103,   0.1416,   0.2112,   0.0854,   0.1044,   0.1199
197401,   0.1082,   0.1400,   0.2134,   0.0848,   0.1039,   0.1194
197402,   0.1027,   0.1369,   0.2085,   0.0852,   0.1043,   0.1187
197403,   0.1006,   0.1355,   0.2092,   0.0845,   0.1039,   0.1186
197404,   0.1032,   0.1353,   0.2077,   0.0845,   0.1037,   0.1177
197405,   0.0982,   0.1352,   0.2081,   0.0827,   0.1030,   0.1177
197406,   0.0958,   0.1334,   0.2070,   0.0818,   0.1026,   0.1177
197407,   0.1162,   0.1475,   0.2167,   0.0989,   0.1367,   0.1506
197408,   0.1150,   0.1454,   0.2119,   0.0978,   0.1358,   0.1499
197409,   0.1139,   0.1435,   0.2097,   0.0973,   0.1345,   0.1496
197410,   0.1114,   0.1407,   0.2013,   0.0962,   0.1328,   0.1481
197411,   0.1120,   0.1411,   0.2027,   0.0954,   0.1342,   0.1500
197412,   0.1103,   0.1401,   0.2021,   0.0952,   0.1339,   0.1501
197501,   0.1122,   0.1393,   0.1980,   0.0947,   0.1327,   0.1489
197502,   0.1110,   0.1413,   0.2007,   0.0958,   0.1332,   0.1489
197503,   0.1125,   0.1428,   0.2023,   0.0959,   0.1339,   0.1495
197504,   0.1116,   0.1447,   0.2048,   0.0957,   0.1345,   0.1498
197505,   0.1129,   0.1448,   0.2064,   0.0960,   0.1357,   0.1509
197506,   0.1169,   0.1457,   0.2076,   0.0960,   0.1360,   0.1505
197507,   0.0905,   0.1308,   0.2109,   0.1070,   0.1397,   0.1853
197508,   0.0893,   0.1307,   0.2095,   0.1077,   0.1386,   0.1853
197509,   0.0907,   0.1308,   0.2094,   0.1075,   0.1384,   0.1854
197510,   0.0918,   0.1316,   0.2090,   0.1082,   0.1374,   0.1850
197511,   0.0917,   0.1302,   0.2071,   0.1072,   0.1369,   0.1830
197512,   0.0897,   0.1283,   0.2060,   0.1074,   0.1364,   0.1816
197601,   0.0899,   0.1277,   0.2052,   0.1074,   0.1364,   0.1823
197602,   0.0884,   0.1273,   0.2042,   0.1064,   0.1370,   0.1820
197603,   0.0848,   0.1267,   0.2045,   0.1055,   0.1362,   0.1819
197604,   0.0840,   0.1258,   0.2045,   0.1057,   0.1367,   0.1812
197605,   0.0857,   0.1264,   0.2041,   0.1059,   0.1369,   0.1819
197606,   0.0860,   0.1272,   0.2047,   0.1065,   0.1375,   0.1821
197607,   0.0025,   0.0427,   0.1370,   0.0756,   0.0880,   0.1016
197608,   0.0025,   0.0432,   0.1372,   0.0752,   0.0876,   0.1008
197609,   0.0025,   0.0430,   0.1361,   0.0757,   0.0877,   0.1007
197610,   0.0029,   0.0439,   0.1374,   0.0774,   0.0878,   0.1011
197611,   0.0031,   0.0439,   0.1354,   0.0786,   0.0877,   0.1010
197612,   0.0055,   0.0440,   0.1354,   0.0795,   0.0873,   0.1009
197701,   0.0055,   0.0435,   0.1325,   0.0786,   0.0864,   0.1005
197702,   0.0070,   0.0436,   0.1319,   0.0782,   0.0851,   0.0998
197703,   0.0064,   0.0429,   0.1313,   0.0788,   0.0850,   0.0997
197704,   0.0067,   0.0430,   0.1318,   0.0793,   0.0849,   0.0998
197705,   0.0070,   0.0427,   0.1296,   0.0799,   0.0841,   0.0999
197706,   0.0080,   0.0428,   0.1285,   0.0802,   0.0840,   0.1000
197707,   0.0532,   0.1022,   0.1737,   0.1047,   0.1000,   0.1342
197708,   0.0536,   0.1028,   0.1723,   0.1044,   0.0995,   0.1341
197709,   0.0531,   0.1043,   0.1738,   0.1046,   0.0999,   0.1342
197710,   0.0549,   0.1038,   0.1730,   0.1049,   0.0999,   0.1340
197711,   0.0559,   0.1039,   0.1723,   0.1044,   0.0997,   0.1337
197712,   0.0542,   0.1048,   0.1710,   0.1044,   0.1000,   0.1341
197801,   0.0544,   0.1061,   0.1723,   0.1039,   0.0996,   0.1340
197802,   0.0531,   0.1050,   0.1705,   0.1034,   0.0992,   0.1334
197803,   0.0511,   0.1039,   0.1692,   0.1031,   0.0985,   0.1335
197804,   0.0479,   0.1035,   0.1666,   0.1034,   0.0989,   0.1331
197805,   0.0478,   0.1065,   0.1694,   0.1037,   0.0995,   0.1333
197806,   0.0485,   0.1096,   0.1692,   0.1033,   0.0997,   0.1334
197807,   0.0773,   0.1145,   0.1935,   0.0974,   0.1115,   0.1243
197808,   0.0790,   0.1143,   0.1932,   0.0972,   0.1120,   0.1245
197809,   0.0767,   0.1150,   0.1938,   0.0975,   0.1127,   0.1253
197810,   0.0761,   0.1151,   0.1932,   0.0973,   0.1118,   0.1244
197811,   0.0752,   0.1140,   0.1879,   0.0977,   0.1116,   0.1224
197812,   0.0777,   0.1147,   0.1886,   0.0981,   0.1118,   0.1227
197901,   0.0785,   0.1146,   0.1917,   0.0981,   0.1121,   0.1220
197902,   0.0789,   0.1139,   0.1912,   0.0977,   0.1117,   0.1217
197903,   0.0803,   0.1145,   0.1896,   0.0977,   0.1109,   0.1214
197904,   0.0812,   0.1155,   0.1897,   0.0971,   0.1115,   0.1221
197905,   0.0793,   0.1152,   0.1894,   0.0965,   0.1118,   0.1221
197906,   0.0783,   0.1151,   0.1899,   0.0975,   0.1121,   0.1223
197907,   0.1291,   0.1582,   0.2453,   0.1013,   0.1299,   0.1429
197908,   0.1283,   0.1570,   0.2450,   0.1010,   0.1301,   0.1436
197909,   0.1303,   0.1578,   0.2453,   0.1013,   0.1309,   0.1445
197910,   0.1309,   0.1589,   0.2468,   0.1012,   0.1310,   0.1435
197911,   0.1336,   0.1585,   0.2470,   0.1012,   0.1305,   0.1426
197912,   0.1348,   0.1604,   0.2515,   0.1017,   0.1308,   0.1439
198001,   0.1357,   0.1612,   0.2509,   0.1018,   0.1312,   0.1447
198002,   0.1380,   0.1635,   0.2516,   0.1013,   0.1315,   0.1438
198003,   0.1404,   0.1655,   0.2532,   0.1003,   0.1310,   0.1425
198004,   0.1349,   0.1629,   0.2499,   0.1015,   0.1306,   0.1431
198005,   0.1363,   0.1631,   0.2489,   0.1017,   0.1304,   0.1437
198006,   0.1364,   0.1650,   0.2499,   0.1017,   0.1300,   0.1443
198007,   0.1381,   0.1631,   0.2456,   0.1234,   0.1508,   0.1881
198008,   0.1434,   0.1652,   0.2460,   0.1221,   0.1513,   0.1900
198009,   0.1428,   0.1670,   0.2487,   0.1218,   0.1526,   0.1907
198010,   0.1431,   0.1683,   0.2497,   0.1217,   0.1554,   0.1926
198011,   0.1441,   0.1690,   0.2514,   0.1235,   0.1545,   0.1933
198012,   0.1457,   0.1725,   0.2573,   0.1237,   0.1577,   0.1956
198101,   0.1439,   0.1717,   0.2545,   0.1232,   0.1573,   0.1962
198102,   0.1405,   0.1706,   0.2514,   0.1218,   0.1547,   0.1933
198103,   0.1350,   0.1704,   0.2482,   0.1210,   0.1546,   0.1917
198104,   0.1370,   0.1702,   0.2494,   0.1195,   0.1532,   0.1928
198105,   0.1370,   0.1693,   0.2487,   0.1203,   0.1519,   0.1930
198106,   0.1377,   0.1707,   0.2545,   0.1222,   0.1529,   0.1945
198107,   0.1606,   0.1410,   0.2254,   0.1119,   0.1475,   0.1692
198108,   0.1603,   0.1425,   0.2242,   0.1075,   0.1487,   0.1694
198109,   0.1558,   0.1408,   0.2218,   0.1074,   0.1475,   0.1678
198110,   0.1491,   0.1387,   0.2186,   0.1074,   0.1461,   0.1662
198111,   0.1477,   0.1401,   0.2200,   0.1088,   0.1477,   0.1695
198112,   0.1422,   0.1395,   0.2193,   0.1100,   0.1472,   0.1676
198201,   0.1396,   0.1385,   0.2151,   0.1094,   0.1462,   0.1669
198202,   0.1345,   0.1363,   0.2162,   0.1089,   0.1450,   0.1654
198203,   0.1264,   0.1337,   0.2158,   0.1078,   0.1440,   0.1630
198204,   0.1223,   0.1318,   0.2145,   0.1051,   0.1424,   0.1625
198205,   0.1203,   0.1333,   0.2140,   0.1045,   0.1429,   0.1629
198206,   0.1179,   0.1324,   0.2126,   0.1035,   0.1434,   0.1629
198207,   0.1837,   0.1633,   0.2358,   0.1299,   0.1355,   0.1474
198208,   0.1769,   0.1632,   0.2326,   0.1290,   0.1341,   0.1458
198209,   0.1801,   0.1628,   0.2309,   0.1301,   0.1360,   0.1465
198210,   0.1747,   0.1620,   0.2272,   0.1292,   0.1353,   0.1467
198211,   0.1745,   0.1644,   0.2310,   0.1334,   0.1375,   0.1491
198212,   0.1761,   0.1643,   0.2338,   0.1356,   0.1385,   0.1511
198301,   0.1796,   0.1644,   0.2333,   0.1327,   0.1365,   0.1502
198302,   0.1905,   0.1694,   0.2347,   0.1329,   0.1380,   0.1516
198303,   0.1856,   0.1651,   0.2326,   0.1328,   0.1381,   0.1524
198304,   0.1775,   0.1626,   0.2306,   0.1355,   0.1385,   0.1506
198305,   0.1793,   0.1615,   0.2297,   0.1407,   0.1384,   0.1509
198306,   0.1838,   0.1638,   0.2324,   0.1391,   0.1406,   0.1559
198307,   0.0918,   0.1313,   0.1804,   0.0887,   0.0993,   0.1387
198308,   0.0871,   0.1270,   0.1793,   0.0868,   0.0955,   0.1367
198309,   0.0849,   0.1232,   0.1788,   0.0881,   0.0937,   0.1343
198310,   0.0809,   0.1233,   0.1752,   0.0885,   0.0935,   0.1330
198311,   0.0747,   0.1182,   0.1696,   0.0873,   0.0903,   0.1295
198312,   0.0703,   0.1198,   0.1692,   0.0863,   0.0914,   0.1307
198401,   0.0666,   0.1180,   0.1683,   0.0857,   0.0911,   0.1297
198402,   0.0635,   0.1129,   0.1654,   0.0864,   0.0880,   0.1294
198403,   0.0634,   0.1099,   0.1638,   0.0869,   0.0865,   0.1277
198404,   0.0608,   0.1095,   0.1616,   0.0860,   0.0871,   0.1274
198405,   0.0557,   0.1099,   0.1607,   0.0857,   0.0845,   0.1278
198406,   0.0539,   0.1073,   0.1597,   0.0870,   0.0855,   0.1282
198407,   0.2277,   0.2018,   0.1938,   0.1124,   0.0963,   0.1095
198408,   0.2272,   0.1944,   0.1912,   0.1053,   0.0960,   0.1104
198409,   0.2346,   0.1999,   0.1924,   0.1093,   0.0976,   0.1112
198410,   0.2242,   0.1946,   0.1859,   0.1098,   0.0968,   0.1088
198411,   0.2240,   0.1928,   0.1847,   0.1130,   0.0950,   0.1091
198412,   0.2198,   0.1877,   0.1827,   0.1112,   0.0936,   0.1078
198501,   0.2221,   0.1909,   0.1826,   0.1137,   0.0935,   0.1085
198502,   0.2362,   0.1987,   0.1849,   0.1170,   0.0954,   0.1120
198503,   0.2383,   0.1986,   0.1874,   0.1162,   0.0947,   0.1114
198504,   0.2319,   0.1956,   0.1852,   0.1146,   0.0929,   0.1096
198505,   0.2259,   0.1938,   0.1811,   0.1145,   0.0919,   0.1102
198506,   0.2275,   0.1952,   0.1778,   0.1175,   0.0943,   0.1104
198507,   0.1965,   0.1780,   0.2110,   0.1110,   0.0319,   0.1101
198508,   0.1953,   0.1781,   0.2123,   0.1088,   0.0380,   0.1102
198509,   0.1910,   0.1751,   0.2104,   0.1159,   0.0384,   0.1097
198510,   0.1873,   0.1733,   0.2067,   0.1162,   0.0352,   0.1080
198511,   0.1877,   0.1722,   0.2068,   0.1176,   0.0375,   0.1081
198512,   0.1889,   0.1736,   0.2130,   0.1164,   0.0345,   0.1093
198601,   0.1938,   0.1752,   0.2096,   0.1163,   0.0321,   0.1103
198602,   0.1957,   0.1787,   0.2125,   0.1154,   0.0418,   0.1108
198603,   0.1972,   0.1797,   0.2129,   0.1159,   0.0429,   0.1117
198604,   0.1932,   0.1781,   0.2123,   0.1150,   0.0456,   0.1125
198605,   0.1967,   0.1796,   0.2135,   0.1154,   0.0386,   0.1123
198606,   0.1990,   0.1784,   0.2147,   0.1157,   0.0407,   0.1113
198607,   0.1311,   0.1560,   0.2344,   0.1467,   0.0958,   0.1625
198608,   0.1326,   0.1520,   0.2327,   0.1452,   0.0945,   0.1613
198609,   0.1322,   0.1506,   0.2319,   0.1429,   0.0938,   0.1586
198610,   0.1324,   0.1475,   0.2270,   0.1390,   0.0944,   0.1571
198611,   0.1310,   0.1472,   0.2289,   0.1414,   0.0944,   0.1577
198612,   0.1301,   0.1472,   0.2287,   0.1394,   0.0939,   0.1573
198701,   0.1311,   0.1475,   0.2294,   0.1411,   0.0938,   0.1562
198702,   0.1286,   0.1489,   0.2307,   0.1397,   0.0931,   0.1579
198703,   0.1278,   0.1516,   0.2325,   0.1442,   0.0943,   0.1601
198704,   0.1265,   0.1515,   0.2334,   0.1413,   0.0937,   0.1578
198705,   0.1249,   0.1501,   0.2346,   0.1405,   0.0929,   0.1577
198706,   0.1216,   0.1509,   0.2363,   0.1357,   0.0927,   0.1571
198707,   0.1996,   0.2117,   0.2543,   0.1091,   0.0940,   0.1503
198708,   0.1917,   0.2075,   0.2538,   0.1044,   0.0939,   0.1491
198709,   0.1939,   0.2087,   0.2558,   0.1075,   0.0951,   0.1492
198710,   0.1893,   0.2080,   0.2585,   0.1044,   0.0948,   0.1464
198711,   0.1786,   0.1953,   0.2470,   0.1099,   0.0916,   0.1418
198712,   0.1707,   0.1895,   0.2432,   0.1113,   0.0927,   0.1411
198801,   0.1772,   0.1945,   0.2470,   0.1143,   0.0935,   0.1434
198802,   0.1766,   0.1922,   0.2443,   0.1137,   0.0917,   0.1435
198803,   0.1736,   0.1931,   0.2417,   0.1139,   0.0922,   0.1451
198804,   0.1692,   0.1952,   0.2457,   0.1116,   0.0905,   0.1452
198805,   0.1689,   0.1985,   0.2468,   0.1099,   0.0892,   0.1450
198806,   0.1685,   0.1960,   0.2505,   0.1092,   0.0893,   0.1452
198807,   0.2035,   0.1833,   0.2431,   0.0986,   0.0967,   0.1356
198808,   0.2027,   0.1777,   0.2375,   0.0987,   0.0960,   0.1344
198809,   0.2037,   0.1769,   0.2322,   0.0977,   0.0956,   0.1339
198810,   0.2012,   0.1756,   0.2296,   0.0986,   0.0972,   0.1333
198811,   0.2045,   0.1734,   0.2309,   0.0982,   0.0968,   0.1313
198812,   0.2056,   0.1732,   0.2318,   0.1013,   0.0953,   0.1304
198901,   0.2030,   0.1776,   0.2302,   0.1034,   0.0959,   0.1319
198902,   0.2080,   0.1788,   0.2314,   0.1057,   0.0963,   0.1327
198903,   0.2051,   0.1752,   0.2314,   0.1069,   0.0968,   0.1323
198904,   0.2085,   0.1759,   0.2321,   0.1069,   0.0962,   0.1308
198905,   0.2117,   0.1771,   0.2330,   0.1085,   0.0964,   0.1337
198906,   0.2130,   0.1769,   0.2322,   0.1068,   0.0966,   0.1334
198907,   0.1413,   0.1637,   0.2066,   0.0861,   0.1735,   0.1701
198908,   0.1437,   0.1631,   0.2088,   0.0861,   0.1760,   0.1672
198909,   0.1487,   0.1641,   0.2058,   0.0857,   0.1757,   0.1705
198910,   0.1483,   0.1660,   0.2070,   0.0872,   0.1736,   0.1686
198911,   0.1518,   0.1657,   0.2082,   0.0838,   0.1717,   0.1693
198912,   0.1539,   0.1661,   0.2060,   0.0817,   0.1749,   0.1668
199001,   0.1513,   0.1692,   0.2070,   0.0821,   0.1729,   0.1632
199002,   0.1483,   0.1691,   0.2059,   0.0775,   0.1742,   0.1668
199003,   0.1465,   0.1724,   0.2070,   0.0766,   0.1739,   0.1684
199004,   0.1451,   0.1753,   0.2101,   0.0766,   0.1750,   0.1696
199005,   0.1476,   0.1724,   0.2113,   0.0766,   0.1760,   0.1708
199006,   0.1455,   0.1775,   0.2140,   0.0793,   0.1766,   0.1697
199007,   0.1500,   0.1509,   0.1986,   0.1186,   0.0902,   0.1391
199008,   0.1496,   0.1496,   0.1937,   0.1140,   0.0888,   0.1374
199009,   0.1469,   0.1466,   0.1907,   0.1106,   0.0866,   0.1377
199010,   0.1480,   0.1405,   0.1875,   0.1107,   0.0835,   0.1353
199011,   0.1517,   0.1440,   0.1838,   0.1106,   0.0821,   0.1351
199012,   0.1556,   0.1487,   0.1911,   0.1154,   0.0844,   0.1370
199101,   0.1570,   0.1506,   0.1933,   0.1179,   0.0861,   0.1376
199102,   0.1529,   0.1576,   0.1972,   0.1214,   0.0893,   0.1398
199103,   0.1523,   0.1600,   0.1966,   0.1235,   0.0899,   0.1409
199104,   0.1515,   0.1627,   0.1979,   0.1227,   0.0911,   0.1414
199105,   0.1522,   0.1608,   0.1949,   0.1231,   0.0918,   0.1403
199106,   0.1556,   0.1583,   0.1932,   0.1255,   0.0947,   0.1404
199107,   0.1442,   0.1425,   0.1774,   0.0857,   0.0863,   0.1389
199108,   0.1481,   0.1456,   0.1791,   0.0892,   0.0866,   0.1405
199109,   0.1492,   0.1471,   0.1803,   0.0912,   0.0875,   0.1415
199110,   0.1577,   0.1450,   0.1811,   0.0940,   0.0866,   0.1410
199111,   0.1671,   0.1441,   0.1812,   0.0948,   0.0869,   0.1417
199112,   0.1587,   0.1439,   0.1817,   0.0941,   0.0872,   0.1440
199201,   0.1641,   0.1472,   0.1838,   0.0973,   0.0870,   0.1463
199202,   0.1576,   0.1483,   0.1825,   0.0966,   0.0870,   0.1472
199203,   0.1474,   0.1449,   0.1848,   0.0938,   0.0866,   0.1468
199204,   0.1421,   0.1399,   0.1772,   0.0913,   0.0857,   0.1457
199205,   0.1322,   0.1407,   0.1727,   0.0874,   0.0841,   0.1441
199206,   0.1361,   0.1406,   0.1702,   0.0867,   0.0838,   0.1449
199207,   0.2087,   0.1413,   0.1606,   0.0599,   0.0382,   0.1236
199208,   0.2093,   0.1422,   0.1580,   0.0604,   0.0391,   0.1233
199209,   0.2033,   0.1431,   0.1559,   0.0611,   0.0386,   0.1229
199210,   0.1996,   0.1444,   0.1550,   0.0614,   0.0394,   0.1234
199211,   0.2050,   0.1456,   0.1574,   0.0632,   0.0405,   0.1254
199212,   0.2190,   0.1467,   0.1592,   0.0661,   0.0422,   0.1271
199301,   0.2088,   0.1459,   0.1590,   0.0669,   0.0418,   0.1268
199302,   0.1980,   0.1452,   0.1573,   0.0618,   0.0415,   0.1272
199303,   0.1768,   0.1405,   0.1511,   0.0554,   0.0396,   0.1236
199304,   0.1713,   0.1391,   0.1514,   0.0542,   0.0397,   0.1235
199305,   0.1702,   0.1366,   0.1527,   0.0532,   0.0389,   0.1219
199306,   0.1730,   0.1424,   0.1594,   0.0559,   0.0397,   0.1230
199307,   0.2435,   0.1756,   0.1623,   0.0648,   0.0694,   0.1154
199308,   0.2363,   0.1741,   0.1610,   0.0636,   0.0690,   0.1134
199309,   0.2327,   0.1740,   0.1583,   0.0639,   0.0705,   0.1136
199310,   0.2392,   0.1739,   0.1610,   0.0656,   0.0689,   0.1144
199311,   0.2452,   0.1754,   0.1601,   0.0639,   0.0673,   0.1140
199312,   0.2426,   0.1754,   0.1623,   0.0628,   0.0684,   0.1153
199401,   0.2397,   0.1757,   0.1613,   0.0659,   0.0702,   0.1146
199402,   0.2330,   0.1774,   0.1627,   0.0632,   0.0701,   0.1161
199403,   0.2221,   0.1782,   0.1622,   0.0659,   0.0723,   0.1172
199404,   0.2093,   0.1763,   0.1605,   0.0659,   0.0714,   0.1160
199405,   0.2020,   0.1736,   0.1567,   0.0652,   0.0704,   0.1151
199406,   0.1957,   0.1707,   0.1549,   0.0635,   0.0710,   0.1147
199407,   0.2515,   0.2000,   0.2168,   0.1546,   0.1055,   0.1189
199408,   0.2553,   0.1983,   0.2170,   0.1519,   0.1045,   0.1196
199409,   0.2610,   0.2028,   0.2211,   0.1570,   0.1058,   0.1201
199410,   0.2574,   0.2057,   0.2240,   0.1521,   0.1049,   0.1209
199411,   0.2599,   0.2081,   0.2260,   0.1534,   0.1054,   0.1214
199412,   0.2533,   0.2072,   0.2257,   0.1482,   0.1054,   0.1226
199501,   0.2506,   0.2069,   0.2258,   0.1481,   0.1058,   0.1210
199502,   0.2479,   0.1947,   0.2273,   0.1509,   0.1067,   0.1217
199503,   0.2469,   0.1947,   0.2269,   0.1486,   0.1064,   0.1217
199504,   0.2552,   0.1962,   0.2305,   0.1470,   0.1053,   0.1224
199505,   0.2557,   0.1926,   0.2291,   0.1487,   0.1054,   0.1216
199506,   0.2525,   0.1905,   0.2284,   0.1465,   0.1051,   0.1227
199507,   0.2343,   0.2078,   0.2030,   0.1245,   0.1073,   0.1107
199508,   0.2398,   0.2135,   0.2028,   0.1341,   0.1092,   0.1120
199509,   0.2306,   0.2116,   0.2015,   0.1319,   0.1085,   0.1127
199510,   0.2283,   0.2061,   0.2026,   0.1335,   0.1069,   0.1128
199511,   0.2282,   0.2036,   0.1992,   0.1392,   0.1066,   0.1148
199512,   0.2334,   0.2017,   0.1999,   0.1391,   0.1089,   0.1116
199601,   0.2254,   0.1997,   0.1973,   0.1352,   0.1062,   0.1081
199602,   0.2110,   0.1956,   0.1984,   0.1243,   0.1036,   0.1077
199603,   0.2169,   0.1987,   0.1991,   0.1264,   0.1046,   0.1097
199604,   0.2191,   0.1991,   0.2007,   0.1315,   0.1036,   0.1099
199605,   0.2212,   0.2053,   0.2053,   0.1312,   0.1067,   0.1112
199606,   0.2219,   0.2055,   0.2056,   0.1327,   0.1077,   0.1116
199607,   0.3596,   0.2175,   0.2408,   0.2919,   0.1540,   0.1192
199608,   0.3352,   0.2096,   0.2371,   0.2680,   0.1504,   0.1193
199609,   0.3405,   0.2116,   0.2353,   0.2678,   0.1522,   0.1222
199610,   0.3462,   0.2145,   0.2367,   0.2777,   0.1548,   0.1261
199611,   0.3360,   0.2109,   0.2309,   0.2742,   0.1492,   0.1249
