,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
199905,   4.6638,   3.8067,   3.4267,   2.4015,   2.4344,   0.3084
199906,   3.9556,   4.5993,   3.2951,   3.9077,   3.3043,   4.4166
199907,   2.5826,   0.0827,   1.1557,  -2.5626,  -2.6773,  -2.4393
199908,  -3.2644,  -3.3819,  -3.6894,  -1.7683,  -3.6687,  -4.3444
199909,  -1.3917,  -2.3396,  -2.4740,  -0.3649,  -2.4434,  -2.9865
199910,  -0.5959,  -2.0910,  -2.9800,   6.1170,   3.3116,   3.1017
199911,  14.3423,   4.6775,   6.2943,   6.8624,   0.9351,   2.4811
199912,  12.2394,   3.2102,   6.0955,  10.6446,   3.8279,   4.3218
200001,  12.9228,   1.1237,   0.2560,  -2.5733,  -4.1569,  -7.1005
200002,  23.3282,   5.8827,   4.7314,   7.4396,  -0.8988,  -3.2004
200003,  -2.8523,   0.8878,   1.4161,   6.1849,  12.8498,  12.4339
200004, -13.4790,  -3.0882,  -5.3783,  -4.5322,   0.1321,  -1.0336
200005,  -8.7379,  -3.0803,  -4.7459,  -3.1505,   0.5775,   0.6041
200006,  11.5728,   4.6832,   4.2032,   3.9051,  -0.5381,  -0.5380
200007,  -4.1207,   0.9929,   1.3619,  -7.0495,   0.8973,   1.0796
200008,   5.9631,   4.7940,   5.7825,  11.4459,   8.9805,   7.2867
200009,  -5.5652,  -1.3760,  -2.4938,  -8.8148,  -0.6024,  -1.1682
200010,  -9.1215,  -3.3814,  -3.8252,  -9.4386,  -1.1501,   2.7297
200011, -16.4872,  -4.5618,  -6.5522, -21.8761,  -5.2484,  -3.5120
200012,  -7.1263,   2.9503,   3.3011,   2.8119,   8.7869,   7.0525
200101,  36.7605,  14.3371,  18.2532,  19.7461,   5.6432,   4.6314
200102,  -9.3603,  -1.0144,  -1.7613, -19.1548,  -6.5087,  -2.9808
200103,  -8.5390,  -2.0595,  -2.2283, -14.4666,  -5.2960,  -5.7978
200104,   7.3524,   4.2482,   5.7819,  16.2891,  11.2994,   7.0953
200105,   8.4695,   6.7688,   7.5309,   2.1512,   2.7005,   3.4176
200106,   0.8117,   4.1958,   3.5944,  -1.0673,   0.1326,  -0.4567
200107,  -5.1860,   0.6802,  -0.3717,  -9.6545,   0.2057,   0.1744
200108,  -5.0026,  -0.6653,  -2.2784,  -9.5826,  -3.4947,  -3.2751
200109, -14.4635,  -9.9426, -13.5588, -18.1541, -11.1250, -11.5004
200110,  10.3411,   3.7406,   6.1905,  14.4041,   4.8429,   4.0929
200111,   9.2290,   5.6658,   5.8510,  12.6648,   8.3017,   8.6763
200112,   7.2086,   6.1724,   6.5976,   3.3044,   5.2681,   4.6869
200201,   2.8323,   3.0695,   2.3366,  -6.6472,  -0.0394,   0.5173
200202,  -6.4370,  -0.0120,  -1.1193,  -8.8925,  -0.7774,   0.5799
200203,   8.4178,   7.9500,  10.3501,   8.5710,   7.1786,   6.6779
200204,  -1.7313,   5.3250,   3.8670,  -8.6771,  -1.3633,  -2.1044
200205,  -3.0010,  -0.9224,  -2.1987,  -7.4269,  -0.7054,  -1.0080
200206,  -8.3244,  -2.1301,  -4.9861, -13.9701,  -7.3389,  -7.3666
200207, -13.5162, -10.7489, -12.1272, -11.2931,  -8.9455,  -9.3655
200208,  -0.4883,   0.9916,   0.8811,  -0.0486,   0.8689,   1.4387
200209, -10.8639,  -4.7551,  -5.9195, -13.8957,  -9.4309,  -8.7554
200210,   6.7797,   2.3623,   0.6067,   9.4972,   5.5361,   3.4461
200211,  18.2658,   7.0463,   8.0250,  15.9845,   7.0194,   7.3038
200212,  -7.9405,  -1.6986,  -1.2691,  -8.6785,  -3.9159,  -2.9883
200301,   1.5827,  -0.6035,  -1.2790,  -0.7816,  -3.0599,  -2.7629
200302,  -3.0528,  -1.8561,  -2.4869,  -3.1552,  -1.5625,  -2.8325
200303,   1.3456,   0.6084,   1.3101,   0.3320,   0.7791,   1.6833
200304,  12.1647,   7.6363,   7.7409,  12.4066,   8.5375,   8.9525
200305,  20.4746,   7.8171,   9.5808,  12.6380,   8.7499,   7.9055
200306,   6.8758,   3.7842,   5.8623,   1.1234,   0.9724,   1.4799
200307,   9.7879,   6.2973,   6.9897,   3.7770,   3.0523,   2.8995
200308,   6.4727,   3.9173,   3.2390,   6.5232,   3.9926,   3.3390
200309,   4.9489,   0.6040,   1.2309,  -2.1583,  -1.3150,  -1.1094
200310,   9.9375,   7.6786,   8.3100,   9.4592,   7.6893,   6.5513
200311,   4.2049,   4.2807,   4.1222,   2.9115,   2.5746,   2.6942
200312,   3.2462,   3.8662,   4.4138,   3.7320,   3.8275,   3.1898
200401,  10.9748,   3.4346,   4.6305,   4.8796,   1.7799,   1.4348
200402,  -0.2072,   1.5323,   3.5685,   0.9534,   3.1454,   2.8199
200403,  -0.1839,   1.0544,   2.1806,  -1.3466,  -0.2512,   0.4454
200404,  -3.8930,  -2.6278,  -2.1194,  -5.0334,  -2.3550,  -1.3072
200405,  -0.5351,   0.3099,  -0.2905,   3.3574,   1.7000,   1.1726
200406,   1.7762,   4.0316,   4.1757,   2.2604,   2.1405,   2.5947
200407,  -8.9232,  -3.7993,  -3.9506,  -7.3167,  -4.1747,  -3.4504
200408,  -1.9818,  -0.4771,  -1.6081,  -2.4286,   0.4452,  -0.0491
200409,   4.1477,   4.4767,   4.3401,   4.3794,   2.6913,   2.9942
200410,   1.6826,   2.1983,   2.2853,   3.6194,   2.6631,   1.3541
200411,   9.9575,   8.2478,   9.7392,   7.2856,   5.6502,   5.9144
200412,   8.2455,   3.9604,   4.2904,   4.7067,   3.8121,   3.8799
200501,  -4.6284,  -2.4808,  -2.3082,  -4.8424,  -1.8915,  -1.8679
200502,   0.4063,   1.4114,   1.7044,   2.4665,   2.0916,   2.5125
200503,  -4.5547,  -0.8864,  -2.2481,  -2.5052,  -0.5246,  -0.9803
200504,  -7.0305,  -4.7999,  -5.6200,  -3.9209,  -2.8700,  -3.6458
200505,   4.8662,   5.0423,   5.6925,   6.3840,   4.9636,   4.6824
200506,   3.5779,   3.2265,   4.7258,   1.2714,   2.1617,   2.2298
200507,   7.4563,   6.3874,   6.6149,   5.5464,   5.1635,   4.7889
200508,  -0.9537,  -0.9832,  -2.4695,  -1.0290,  -0.8144,  -1.1739
200509,   0.8890,   0.2980,   0.3182,   1.7618,   0.8464,   0.3009
200510,  -3.8957,  -1.9723,  -3.0367,  -2.0824,  -2.5556,  -2.2820
200511,   2.9735,   3.9021,   4.7258,   4.2736,   4.5427,   4.5223
200512,   0.9307,  -0.1313,   1.9602,   0.9690,   0.9913,   0.5259
200601,  10.0178,   6.4897,   8.0063,   4.6452,   4.3833,   3.7447
200602,   0.9123,   0.4001,  -0.2116,  -0.4075,   0.3785,   0.1869
200603,   4.7649,   4.2614,   4.8229,   1.9597,   2.1412,   2.0961
200604,  -0.0367,   0.7803,   2.0478,   1.1507,   0.8878,   1.1531
200605,  -6.5265,  -3.0914,  -3.7782,  -3.1854,  -3.1370,  -3.2883
200606,  -1.4967,   0.2740,   0.0795,  -0.5400,  -0.7757,   0.0893
200607,  -4.6728,  -2.1457,  -2.2254,  -3.2186,  -2.0327,  -2.1430
200608,   2.6195,   1.4831,   1.8266,   4.0233,   2.0479,   1.3448
200609,  -0.0410,   1.6831,   1.5017,   1.6079,   1.8733,   2.1693
200610,   4.9411,   4.9844,   6.2132,   3.8151,   3.4780,   4.2671
200611,   2.6930,   2.0148,   2.3091,   3.8675,   2.8068,   3.3391
200612,   1.5710,   1.5767,   0.8428,   0.7122,   0.8754,  -0.3164
200701,   2.8691,   0.8670,   1.8960,   2.8006,   2.1203,   3.8586
200702,   0.5979,  -0.0420,  -0.5422,   0.8597,  -0.0433,  -0.1874
200703,  -0.1888,   0.6160,   0.8057,   0.9965,   1.2244,   1.2770
200704,   2.3675,   0.7329,   2.2542,   3.9485,   3.4792,   4.8095
200705,   0.8713,   3.5107,   3.5568,   3.5415,   4.0186,   4.4048
200706,  -0.3783,  -0.8012,   0.1779,  -1.5763,  -1.6344,  -1.7634
200707,  -4.8294,  -5.8751,  -6.4366,  -4.1236,  -4.0723,  -3.5185
200708,  -2.0075,   1.0373,  -2.4545,  -0.3546,   0.2285,  -0.0622
200709,   1.5558,   0.6454,   0.3222,   3.2035,   2.5508,   3.3755
200710,   1.0090,   0.2549,   0.6914,   1.4188,   2.1179,   2.2600
200711, -10.1700,  -6.5572,  -9.5161,  -6.8895,  -4.9868,  -4.2740
200712,  -1.8884,  -1.1992,  -0.4615,  -2.6551,  -1.2673,  -0.4606
200801,  -5.9502,  -3.5773,  -4.5825,  -6.2398,  -4.5274,  -4.4728
200802,  -2.9032,  -3.2387,  -2.4900,  -3.3351,  -3.7889,  -0.8680
200803,  -3.5385,  -0.3340,  -1.3549,  -1.5657,  -2.3901,  -1.7916
200804,   1.0743,   2.0194,   2.6249,   6.2716,   6.3533,   5.5516
200805,   3.3222,   3.0214,   4.4312,   4.4130,   3.0442,   3.8989
200806,  -8.9656,  -9.9956,  -9.7479, -12.9433, -10.3349,  -8.3310
200807,   0.1735,   3.6979,   2.5577,  -1.0432,  -0.6068,  -2.2673
200808,   1.7190,   3.7906,   4.8405,   1.7260,   1.3965,   2.0287
200809, -12.3736,  -6.6898, -10.8138, -13.4352, -11.0044, -12.6582
200810, -22.3718, -18.2367, -23.9195, -22.7331, -20.6423, -20.9903
200811, -15.9329, -13.9387, -14.8592, -13.1057,  -8.2507, -10.1839
200812,   1.7816,   3.8547,   4.2550,   5.2572,   4.0611,   4.3383
200901,   0.2389, -10.2739,  -8.0388,  -5.7050,  -8.0982,  -5.2519
200902, -11.5128, -13.3494, -13.1387, -12.7931, -11.8182,  -9.4244
200903,  13.5779,  11.4520,  15.3377,  13.8957,   9.4655,   9.6420
200904,  21.3737,  21.4099,  28.6603,  23.7263,  18.1246,  19.6842
200905,  12.2111,   6.5477,   8.8503,   7.5411,   6.3634,   7.3621
200906,   5.9682,   2.1799,   2.3341,  -0.5534,   0.4127,  -1.2791
200907,   7.9907,   9.2583,  12.4491,   8.2109,   8.8875,   9.0071
200908,   7.8566,   3.9972,   7.0838,   6.9105,   2.7520,   3.1503
200909,   7.7549,   5.8770,   8.2264,   5.2953,   6.0945,   6.1853
200910,  -8.3079,  -5.1623,  -5.8662,  -6.7096,  -3.4837,  -2.4463
200911,   0.7934,   0.8136,   2.7162,   4.7255,   4.5530,   5.3619
200912,   6.7872,   6.6944,   8.6692,   5.6869,   5.7842,   4.9129
201001,   1.3063,  -1.9988,  -1.7119,  -1.6883,  -3.3846,  -4.1885
201002,   3.6362,   3.3453,   4.8492,   4.1449,   3.9119,   4.8243
201003,   7.9501,   7.6656,   9.0002,   7.1050,   7.2188,   6.9230
201004,  10.0642,   6.6257,   8.5095,   4.2723,   3.1424,   2.9148
201005,  -9.0054,  -7.1026,  -7.0515,  -7.7819,  -6.9784,  -7.3690
201006,  -8.6954,  -7.1838,  -8.0912,  -6.3507,  -5.8407,  -6.0751
201007,   4.9766,   5.6468,   5.8481,   6.9051,   7.1222,   7.1741
201008,  -7.1253,  -7.0270,  -8.6055,  -6.0870,  -4.3654,  -4.4321
201009,  10.7390,  10.1184,  11.5366,  11.5782,  10.3797,  11.2427
201010,   4.6576,   4.3144,   4.5806,   3.0391,   3.4022,   3.7808
201011,   1.5454,   3.0664,   2.6894,   2.3838,   1.6828,   2.0858
201012,  10.0319,   6.9745,   7.2515,   9.6813,   6.8053,   5.9504
201101,   3.1428,   0.5994,  -0.5853,   3.2005,   2.6152,   1.2384
201102,   4.2206,   4.2726,   3.6570,   5.3302,   3.5704,   3.9956
201103,   0.6418,   1.5337,   0.7058,   0.0937,   2.2574,   2.3915
201104,   0.6225,   1.4921,   0.5456,   1.9866,   3.3818,   3.6276
201105,  -2.2121,  -2.5768,  -2.9747,  -2.1676,  -0.6559,  -0.1958
201106,  -3.4593,  -1.5014,  -1.7525,  -3.3701,  -1.6532,  -1.1488
201107,  -2.4898,  -1.6676,  -2.0898,  -4.3739,  -3.4030,  -3.0675
201108, -10.8080,  -8.1612,  -9.6037,  -9.0487,  -6.9501,  -6.2214
201109, -11.2345,  -9.7641, -11.1063, -11.1410, -10.3022,  -9.0211
201110,  10.5509,  12.1479,  13.1485,  16.4000,  14.2803,  13.3823
201111,  -2.7222,  -0.5381,  -1.5476,  -0.7897,   0.1677,  -0.1038
201112,  -0.0508,   0.7001,   0.7887,  -0.8428,   0.1416,  -0.6022
201201,  10.3877,   7.8728,   8.7806,   7.8310,   6.2898,   6.7538
201202,   4.2948,   2.8344,   2.8669,   5.7920,   4.2307,   4.5074
201203,   3.9453,   3.3870,   2.6082,   1.9821,   1.8115,   1.4158
201204,  -1.8725,  -0.6752,  -1.5640,  -1.9037,  -0.7289,  -0.7984
201205,  -6.8462,  -6.1912,  -6.9029,  -8.9527,  -7.6616,  -6.7839
201206,   3.7379,   4.2086,   5.1052,   3.7198,   2.3568,   2.6996
201207,  -1.1323,  -0.9783,  -1.9312,  -1.6897,   0.7054,  -0.5311
201208,   2.2101,   2.9526,   2.6091,   5.3915,   3.1734,   3.0159
201209,   4.5357,   3.9705,   3.7231,   3.2954,   2.3343,   2.0803
201210,  -3.2255,  -0.4967,  -2.2486,   0.0778,  -1.6647,  -0.1861
201211,  -0.3951,   0.8858,  -0.1001,   1.3835,   1.7904,   2.1952
201212,   2.4684,   2.6396,   3.3141,   3.2491,   2.5435,   1.9817
201301,   8.1509,   6.6006,   6.5694,   7.0930,   6.8147,   6.8243
201302,   0.9530,   1.0389,   1.4294,   1.1113,   1.0566,   1.6161
201303,   3.8563,   4.2861,   5.8513,   5.0356,   3.9878,   4.7977
201304,  -0.5856,  -0.6621,  -0.0978,   0.9391,   0.6848,   0.6345
201305,   5.5496,   4.8571,   5.1961,   3.9694,   3.2054,   3.2373
201306,  -0.1877,   0.1621,   0.6947,  -2.2208,  -0.8264,  -1.7294
201307,   7.5024,   7.0117,   8.0668,   6.9579,   6.4116,   6.5546
201308,  -1.7045,  -2.6233,  -2.2941,  -2.5147,  -2.4989,  -2.3887
201309,   6.2532,   5.3823,   6.3447,   5.7877,   4.5620,   4.8025
201310,   0.9647,   4.2859,   4.0216,   2.6763,   3.4850,   4.5032
201311,   5.1102,   4.4217,   5.1726,   3.2792,   1.9151,   2.7665
201312,   3.2716,   1.5820,   1.9134,   3.8522,   2.9859,   2.6474
201401,   3.2856,  -2.6677,  -4.0779,  -1.1044,  -2.3960,  -4.2037
201402,   4.7500,   3.4853,   4.0999,   5.0424,   5.1707,   5.9340
201403,  -0.7955,   1.7413,   1.5214,  -0.9032,   0.8903,   0.1874
201404,  -5.9993,  -3.2022,  -2.1453,  -2.5244,  -0.7011,  -0.0600
201405,  -1.0675,   0.2515,  -0.3492,   1.8549,   1.6565,   2.0012
201406,   5.1937,   3.5387,   4.0855,   5.7971,   3.8006,   2.4402
201407,  -5.6321,  -4.4417,  -5.4712,  -4.7867,  -3.6641,  -2.4561
201408,   3.9839,   3.3945,   4.8476,   6.4581,   4.5013,   4.6866
201409,  -5.5847,  -4.4164,  -5.1876,  -4.3093,  -3.6054,  -3.1470
201410,   1.9090,   5.9804,   3.9817,   1.8626,   2.7678,   2.6561
201411,  -1.1003,  -0.7206,   0.2236,   1.1918,   0.8293,   2.6225
201412,   2.5180,   2.6889,   2.8219,  -1.0457,   0.7131,  -0.1852
201501,  -3.2010,  -4.7833,  -4.5822,  -2.6221,  -3.0568,  -2.5555
201502,   6.9170,   5.8236,   5.5910,   9.2897,   6.5403,   6.9284
201503,  -0.5292,   1.3016,   1.5383,  -0.7326,  -0.1529,  -0.4589
201504,   0.3873,  -0.4766,   0.2564,   0.4732,   0.8451,   0.0650
201505,   0.8600,   0.4810,  -0.4809,   2.8609,   1.0765,   0.0582
201506,  -0.2129,   1.5607,   0.9376,  -1.9003,  -1.9678,  -1.7524
201507,  -4.8176,  -2.4329,  -3.9804,   0.5806,   0.1401,   0.5759
201508,  -3.8859,  -3.4805,  -5.5238,  -6.5116,  -5.0544,  -5.5258
201509,  -6.8251,  -3.6551,  -6.3821,  -6.3957,  -3.9515,  -4.2149
201510,   4.3211,   5.3913,   5.5214,   5.7164,   6.5876,   6.5080
201511,   4.2682,   3.0441,   0.1823,   1.9166,   0.3980,  -0.0070
201512,  -5.1750,  -4.3464,  -6.3050,  -3.7600,  -3.6801,  -3.4504
201601, -11.0327,  -6.7239, -10.4085, -12.8481,  -6.1781,  -6.1473
201602,  -0.8039,   0.8655,   2.0816,  -0.4695,   1.2267,   2.2446
201603,   7.3266,   8.0210,   9.8643,   8.3039,   9.1863,   8.5509
201604,   4.3875,   4.3157,   3.4206,   3.8975,   2.3310,   1.5960
201605,   0.4696,  -0.2153,  -0.1324,   3.0661,   1.5912,   1.0172
201606,  -0.0009,   0.1236,   0.3079,  -2.8624,  -0.9463,  -0.4623
201607,   6.4495,   5.3652,   6.5927,   5.4367,   3.6787,   5.0180
201608,   2.9561,   2.0030,   2.4283,   1.3359,   0.5074,   0.3796
201609,   4.1553,   1.6059,   0.5485,   2.1426,   0.3882,  -0.7052
201610,  -8.4051,  -2.9083,  -5.2051,  -4.5983,  -1.5449,  -2.5399
201611,   7.7424,  13.2166,  12.7816,   8.4182,   6.8640,   5.8232
201612,   0.6295,   5.7502,   3.3913,  -0.7860,   1.8040,   1.2871
201701,   2.6528,  -0.7299,  -0.6881,   3.7315,   2.3232,   2.2560
201702,   2.2149,   0.8869,   0.6517,   2.7148,   2.9026,   3.1633
201703,   1.5951,  -0.0449,  -0.0966,  -0.1952,  -0.1243,   0.3704
201704,  -0.7999,   1.4731,   2.3714,   0.2541,   0.9550,   1.2978
201705,  -3.3352,  -2.1788,  -2.0073,  -0.5991,   0.7774,   0.2068
201706,   5.7490,   3.6450,   2.1193,   2.1532,   1.9335,   1.2444
201707,  -1.4034,   0.2464,  -0.3622,   2.7953,   1.6116,   0.7730
201708,  -1.7700,  -2.5312,  -2.9871,  -0.5908,  -0.2002,  -0.7170
201709,   9.8869,   7.4581,   6.8089,   4.2107,   3.4957,   3.1906
201710,  -0.7639,   0.7551,   0.2898,   2.0890,   2.5461,   1.0436
201711,   2.7276,   3.2464,   5.8119,   3.2948,   3.0452,   4.8331
201712,   2.0038,  -0.6995,   0.8174,   1.8792,  -0.3006,   2.1571
201801,   3.1888,   1.3975,   1.2932,   4.4498,   4.4634,   4.4462
201802,  -3.9519,  -3.8221,  -3.7773,  -4.3894,  -3.5084,  -4.2369
201803,   0.6339,   2.2629,   2.4337,   0.0154,  -0.2703,  -0.8660
201804,   1.1340,   0.9067,   0.5056,   1.7566,  -0.4150,  -0.8676
201805,   6.0174,   5.8434,   5.6180,   3.2279,   2.8932,   1.4507
201806,  -0.2896,   1.3741,   3.1092,   0.5539,  -0.1463,   1.6413
201807,  -1.1899,   1.4763,   1.0108,   1.0907,   3.1106,   3.1251
201808,   3.3189,   3.1096,   2.7487,   5.1217,   3.1309,   3.1517
201809,  -1.8688,  -2.8174,  -2.4800,  -1.4818,  -1.0993,  -0.0205
201810, -11.8219,  -9.0079, -11.2347, -10.2472,  -7.8362,  -8.6280
201811,  -1.7684,   0.7742,  -1.9586,   0.7451,   2.5660,   3.0923
201812, -15.0711, -11.2682, -13.5908, -11.1344, -10.9858,  -9.8977
201901,  17.0227,   9.9933,  14.6192,  14.1793,  10.6059,  10.2717
201902,   5.1833,   5.2427,   5.4094,   4.9427,   4.5936,   5.0496
201903,  -0.1214,  -3.7901,  -4.7470,  -1.0291,  -0.2704,   0.4475
201904,   1.0934,   3.9432,   3.0467,   4.0010,   5.0019,   3.6181
201905,  -8.3023,  -8.2254, -10.6698,  -7.4360,  -7.5658,  -8.0325
201906,   3.5939,   6.8785,   7.0495,   7.6262,   8.2988,   8.0780
201907,  -2.2601,  -0.4270,  -2.2021,   1.9511,   1.1517,   1.7153
201908,  -5.9328,  -5.2393,  -9.3638,  -4.9315,  -4.1841,  -3.2378
201909,   0.1768,   5.4930,   5.9252,   0.3287,   3.0354,   2.5973
201910,  -0.5268,   1.0025,  -0.7550,   0.8885,   1.2933,   1.7223
201911,   4.1717,   2.6206,   3.6963,   6.0728,   3.9433,   3.7585
201912,   7.1724,   4.4265,   3.9096,   2.1004,   2.6923,   3.0325
202001,   1.0071,  -5.9357,  -7.2655,   0.3919,  -1.9789,  -2.3270
202002,  -5.5671,  -8.8697, -10.5680,  -7.4469,  -9.1138,  -9.1273
202003, -21.1229, -24.8009, -33.0731, -19.7832, -20.1225, -18.7273
202004,  20.5926,  16.3474,  27.0988,  17.0174,  16.0011,  16.8756
202005,  10.1002,   3.0120,   7.3607,   8.0278,   5.6197,   6.9627
202006,   9.6942,   4.1691,   7.4651,   2.2849,   0.9773,   2.2731
202007,   5.9941,  -0.2678,   1.6069,   4.7775,   5.1052,   4.6407
202008,   3.0207,   6.3372,   8.8770,   4.2330,   3.2021,   6.0954
202009,  -1.9484,  -4.5421,  -3.5690,  -1.8653,  -3.3732,  -1.9656
202010,   0.2108,   5.0116,   1.0474,   2.1059,   1.9572,  -0.2559
202011,  22.9777,  20.1682,  25.4129,  16.0832,  14.3228,  14.7179
202012,  11.2569,   8.1321,  10.6148,   7.1702,   6.2857,   4.2876
202101,  18.9968,   8.9331,   8.0259,   2.6876,   0.5102,  -0.4442
202102,  10.1777,  11.1498,  13.1128,   4.3058,   6.0565,   5.7265
202103,   0.0706,   6.4810,   4.5567,  -2.2987,   5.6653,   5.3265
202104,  -1.5731,   4.1316,   4.1117,   3.6087,   4.5278,   4.0792
202105,   1.0562,   4.7877,   6.1711,  -1.5740,   0.4971,   1.1301
202106,   5.1657,   0.0149,   0.6869,   3.4739,  -0.6742,   0.7303
202107,  -7.7896,  -0.7340,  -1.5415,  -4.3339,   0.9535,   1.4039
202108,   2.7850,   1.9890,   1.2279,   2.2514,   2.7813,   1.8143
202109,  -2.5975,  -1.7177,  -3.2893,  -2.7250,  -2.8258,  -5.2023
202110,  -0.6931,   4.2912,   3.3108,   4.4073,   5.6193,   5.1982
202111,  -9.0725,  -1.1247,  -2.1541,  -9.2479,  -2.9845,  -1.8333
202112,  -4.1069,   3.9733,   3.4004,  -1.0676,   6.0334,   5.2255
202201, -11.0076,  -4.3374,  -7.2389, -10.3081,  -4.9428,  -7.0265
202202,  -1.4693,   0.4502,   1.7708,  -0.2535,   0.6202,  -1.3325
202203,   4.6742,  -0.2679,  -1.3774,   1.8507,   1.0100,   1.5779
202204, -15.8028,  -6.1980,  -8.2819, -13.6282,  -7.4836,  -6.0922
202205,  -4.8250,   1.6539,   2.2590,  -4.5250,   2.4265,   0.5566
202206,  -5.1344,  -6.3106,  -8.6337,  -9.4198,  -9.3676,  -8.0043


  Average Value Weighted Returns -- Annual
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
  1964,  19.5834,  16.8624,  19.3448,  22.2486,  15.7223,  15.8688
  1965,  42.3200,  37.3162,  37.4596,  16.7426,   5.8666,  19.8967
  1966,  -7.6388,  -6.1394,  -5.6057,  -6.4605,  -9.9851,  -8.9496
  1967,  77.9492,  64.1457,  81.3302,  18.9906,  17.7369,  32.8577
  1968,  48.8266,  29.7122,  36.2814,  19.2317,  12.1243,   4.7368
  1969, -26.9882, -22.8759, -20.6217, -18.5659, -10.3322,  -1.1126
  1970, -15.3970,  -6.7068, -11.1792,   7.5515,   6.2113,  -3.0756
  1971,  15.7749,  22.5682,  27.9075,  11.9003,  12.1618,  20.3480
  1972,   4.4352,   4.8012,   4.0399,   8.6859,  14.7939,  25.5665
  1973, -29.3318, -33.6457, -40.9987, -12.6265, -14.1463, -18.3079
  1974, -23.3405, -24.5074, -29.6392, -28.7287, -21.2022, -31.3771
  1975,  58.2235,  56.9178,  62.8760,  40.0573,  35.7571,  37.2579
  1976,  52.5119,  47.5206,  45.0503,  28.6580,  25.5731,  23.1802
  1977,  15.8468,  20.6079,  21.5670,  -6.4853,  -4.5544,  -7.2802
  1978,  19.4419,  18.6075,  22.4726,   1.4178,   7.2499,   8.4764
  1979,  49.6340,  36.8365,  43.9224,  20.7775,  20.0418,  19.8706
  1980,  34.2388,  33.5996,  45.1148,  20.1987,  33.5391,  37.1633
  1981,  -4.9452,   8.0755,   4.0693,   2.7269,  -2.1995,  -9.1140
  1982,  26.1530,  29.5531,  29.8965,  33.2756,  16.7010,  21.2188
  1983,  27.4253,  37.9755,  30.5469,  23.2295,  20.2545,  21.0663
  1984, -15.5320,  -0.4247,   2.4013,  -4.9984,   8.7515,   7.5366
  1985,  20.2514,  32.7838,  41.8040,  30.0584,  33.7256,  32.3131
  1986,  -1.8745,  11.9915,  11.5656,  16.3805,  20.4381,  17.1283
  1987, -13.5657,  -4.1230,  -7.0285,   1.3022,   0.5527,   6.8615
  1988,  20.1156,  27.7930,  22.5197,  14.4376,  17.6087,  17.8439
  1989,  14.4690,  20.5445,  20.6811,  31.9542,  29.5823,  31.5583
  1990, -24.3649, -13.9021, -18.8547, -11.2934,  -4.4469,  -1.7423
  1991,  46.8353,  44.9004,  55.7902,  28.2786,  23.3901,  42.9949
  1992,   9.7960,  20.7367,  23.7666,   8.1224,   8.6880,   8.7408
  1993,  15.5093,  18.8559,  20.1700,  22.7420,  14.0289,   4.2304
  1994,  -9.7043,   0.5149,  -0.2713,  -1.0791,   1.3698,   1.1764
  1995,  34.3792,  25.3761,  30.3251,  35.0875,  30.8362,  42.4357
  1996,   9.9284,  23.0763,  24.1691,   9.4962,  19.7659,  26.3169
  1997,  16.8880,  32.4155,  27.4902,  27.1274,  31.1080,  34.3092
  1998,  -3.0284,  -4.1974,  -0.0956,  28.1858,  20.5220,  32.2740
  1999,  49.6402,  12.4342,  17.6552,  41.5425,  22.0541,  17.7213
  2000, -17.2424,  16.9639,   6.6137, -28.6162,  -3.9360,  -3.0893
  2001,   2.2655,  19.4425,  20.9994, -25.9018,  -9.3040,  -9.2440
  2002, -31.5754,  -4.4803,  -6.4180, -35.3899, -19.2760, -18.9092
  2003,  70.0811,  42.5300,  47.8160,  41.7498,  32.3331,  22.6741
  2004,  11.4823,  23.4500,  28.4293,  11.7748,   9.8842,  11.7447
  2005,   2.7643,   8.1144,   8.3302,   6.7209,   8.5185,   3.7362
  2006,  13.8638,  20.0917,  18.7919,  13.2750,  15.7246,  15.9622
  2007,  -2.7580,  -1.5589,  -3.0301,   2.7973,   1.9692,  12.4789
  2008, -41.6273, -29.9993, -31.0371, -47.8544, -40.7718, -28.9360
  2009,  35.9273,  26.1516,  46.0025,  31.3833,  26.8677,  28.1011
  2010,  30.0376,  27.0956,  29.5130,  17.5799,  15.4306,  15.0750
  2011, -11.9083,  -0.4668,  -4.5705, -14.2868,   2.8774,   5.3642
  2012,  17.2045,  18.3422,  16.7054,  22.7633,  18.5698,  12.7967
  2013,  43.2671,  41.0504,  46.7981,  43.1579,  34.2675,  31.2636
  2014,   4.9398,   4.2390,   4.2122,  11.0435,  10.9277,  14.4524
  2015,  -5.3695,  -3.1787,  -8.0331,  -2.9292,   0.5613,   1.8617
  2016,  12.9121,  32.7502,  22.4627,  12.8171,  12.8799,  12.2656
  2017,  17.7537,  11.9166,  18.5553,  17.3474,  21.8884,  25.9799
  2018,  -7.7002, -10.7815, -17.6860,  -9.1419,  -6.3819,  -1.8139
  2019,  25.3854,  22.9887,  21.7770,  22.9370,  29.2852,  35.0641
  2020,  34.3499,   9.6838,  22.2797,  27.4428,  15.3811,  29.2015
  2021,   3.8511,  37.4578,  36.6693,   5.0117,  33.3584,  25.6560


  Average Equal Weighted Returns -- Annual
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
