,data
1862,800.0
1863,793.0
1864,789.0
1865,786.0
1866,783.0
1867,780.0
1868,778.0
1869,775.0
1870,774.0
1871,771.0
1872,827.0
1873,826.0
1874,823.0
1875,821.0
1876,819.0
1877,816.0
1878,815.0
1879,810.0
1880,805.0
1881,800.0
1882,796.0
1883,789.0
1884,907.0
1885,903.0
1886,902.0
1887,893.0
1888,891.0
1889,885.0
1890,880.0
1891,880.0
1892,875.0
1893,872.0
1894,869.0
1895,867.0
1896,833.0
1897,830.0
1898,826.0
1899,821.0
1900,816.0
1901,813.0
1902,811.0
1903,807.0
1904,806.0
1905,802.0
1906,801.0
1907,800.0
1908,955.0
1909,953.0
1910,948.0
1911,946.0
1912,939.0
1913,932.0
1914,922.0
1915,913.0
1916,905.0
1917,902.0
1918,898.0
1919,893.0
1920,873.0
1921,869.0
1922,866.0
1923,859.0
1924,855.0
1925,850.0
1926,840.0
1927,831.0
1928,827.0
1929,821.0
1930,816.0
1931,811.0
1932,815.0
1933,812.0
1934,808.0
1935,804.0
1936,801.0
1937,796.0
1938,787.0
1939,781.0
1940,777.0
1941,774.0
1942,769.0
1943,766.0
1944,793.0
1945,788.0
1946,786.0
1947,781.0
1948,774.0
1949,759.0
1950,752.0
1951,747.0
1952,739.0
1953,735.0
1954,726.0
1955,716.0
1956,763.0
1957,757.0
1958,751.0
1959,741.0
1960,739.0
1961,735.0
1962,729.0
1963,721.0
1964,708.0
1965,703.0
1966,693.0
1967,685.0
1968,672.0
1969,665.0
1970,652.0
1971,647.0
1972,641.0
1973,633.0
1974,629.0
1975,622.0
1976,610.0
1977,600.0
1978,594.0
1979,587.0
1980,613.0
1981,606.0
1982,603.0
1983,595.0
1984,590.0
1985,582.0
1986,578.0
1987,575.0
1988,570.0
1989,566.0
1990,558.0
1991,555.0
1992,535.0
1993,529.0
1994,523.0
1995,521.0
1996,515.0
1997,508.0
1998,504.0
1999,500.0
2000,494.0
2001,489.0
2002,489.0
2003,483.0
2004,475.0
2005,474.0
2006,471.0
2007,467.0
2008,465.0
2009,462.0
2010,457.0
2011,455.0
2012,450.0
2013,447.0
2014,445.0
2015,443.0
2016,515.0
2017,508.0
2018,505.0
2019,498.0
2020,497.0
2021,492.0
2022,489.0
2023,488.0
2024,486.0
2025,482.0
2026,480.0
2027,476.0
2028,532.0
2029,527.0
2030,523.0
2031,519.0
2032,514.0
2033,508.0
2034,503.0
2035,496.0
2036,492.0
2037,491.0
2038,488.0
2039,486.0
2040,486.0
2041,482.0
2042,480.0
2043,477.0
2044,475.0
2045,472.0
2046,472.0
2047,469.0
2048,465.0
2049,460.0
2050,456.0
2051,451.0
2052,472.0
2053,470.0
2054,467.0
2055,464.0
2056,461.0
2057,456.0
2058,449.0
2059,446.0
2060,443.0
2061,440.0
2062,437.0
2063,432.0
2064,422.0
2065,422.0
2066,419.0
2067,415.0
2068,410.0
2069,406.0
2070,405.0
2071,401.0
2072,401.0
2073,397.0
2074,393.0
2075,391.0
2076,387.0
2077,384.0
2078,384.0
2079,383.0
2080,382.0
2081,378.0
2082,377.0
2083,377.0
2084,375.0
2085,372.0
2086,371.0
2087,370.0
2088,358.0
2089,357.0
2090,357.0
2091,354.0
2092,351.0
2093,349.0
2094,347.0
2095,347.0
2096,345.0
2097,344.0
2098,344.0
2099,341.0
2100,443.0
2101,441.0
2102,441.0
2103,439.0
2104,436.0
2105,431.0
2106,431.0
2107,429.0
2108,423.0
2109,416.0
2110,413.0
2111,409.0
2112,425.0
2113,425.0
2114,423.0
2115,421.0
2116,421.0
2117,419.0
2118,419.0
2119,416.0
2120,413.0
2121,409.0
2122,407.0
2123,405.0
2124,359.0
2125,355.0
2126,354.0
2127,350.0
2128,350.0
2129,346.0
2130,345.0
2131,342.0
2132,341.0
2133,338.0
2134,337.0
2135,334.0
2136,353.0
2137,352.0
2138,351.0
2139,346.0
2140,345.0
2141,343.0
2142,343.0
2143,336.0
2144,334.0
2145,334.0
2146,334.0
2147,332.0
2148,353.0
2149,350.0
2150,347.0
2151,345.0
2152,342.0
2153,337.0
2154,336.0
2155,336.0
2156,335.0
2157,335.0
2158,335.0
2159,334.0
2160,331.0
2161,330.0
2162,327.0
2163,322.0
2164,321.0
2165,321.0
2166,318.0
2167,317.0
2168,316.0
2169,312.0
2170,308.0
2171,306.0
2172,308.0
2173,305.0
2174,301.0
2175,301.0
2176,299.0
2177,299.0
2178,297.0
2179,294.0
2180,290.0
2181,287.0
2182,284.0
2183,283.0
2184,277.0
2185,276.0
2186,274.0
2187,271.0
2188,266.0
2189,265.0
2190,261.0
2191,259.0
2192,257.0
2193,256.0
2194,255.0
2195,253.0
2196,282.0
2197,280.0
2198,280.0
2199,278.0
2200,277.0
2201,277.0
2202,277.0
2203,277.0
2204,275.0
2205,275.0
2206,274.0
2207,274.0
2208,269.0
2209,269.0
2210,266.0
2211,264.0
2212,264.0
2213,262.0
2214,261.0
2215,260.0
2216,257.0
2217,255.0
2218,254.0
2219,253.0
2220,252.0
2221,247.0
2222,246.0
2223,245.0
2224,245.0
2225,244.0
2226,242.0
2227,240.0
2228,240.0
2229,238.0
2230,236.0
2231,235.0
2232,258.0
2233,257.0
2234,257.0
2235,256.0
2236,253.0
2237,251.0
2238,251.0
2239,250.0
2240,248.0
2241,248.0
2242,247.0
2243,245.0
2244,
2245,22.7
2246,22.58
2247,23.72
2248,23.02
2249,23.36
2250,22.74
2251,22.74
2252,23.33
2253,23.9
2254,24.35
2255,24.01
2256,24.28
2257,24.35
2258,24.84
2259,24.71
2260,25.43
2261,26.07
2262,26.21
2263,26.06
2264,27.82
2265,28.86
2266,28.97
2267,30.16
2268,30.21
2269,25.68
2270,26.18
2271,27.72
2272,28.53
2273,30.46
2274,31.78
2275,32.97
2276,34.28
2277,35.23
2278,34.36
2279,36.43
2280,32.9
2281,33.57
2282,32.78
2283,29.28
2284,28.71
2285,27.94
2286,30.01
2287,30.86
2288,36.63
2289,38.14
2290,40.46
2291,42.6
2292,41.53
2293,38.56
2294,41.49
2295,41.57
2296,43.96
2297,42.65
2298,43.4
2299,47.06
2300,46.82
2301,43.78
2302,43.28
2303,50.5
2304,54.94
2305,52.31
2306,49.79
2307,51.82
2308,55.65
2309,56.02
2310,60.35
2311,59.8
2312,58.42
2313,53.4
2314,54.68
2315,54.96
2316,54.56
2317,51.46
2318,46.18
2319,49.56
2320,49.33
2321,53.92
2322,51.13
2323,49.41
2324,46.16
2325,47.62
2326,45.6
2327,37.55
2328,33.7
2329,31.56
2330,34.19
2331,36.49
2332,41.22
2333,39.07
2334,39.9
2335,43.54
2336,48.05
2337,50.22
2338,54.04
2339,55.36
2340,53.17
2341,48.84
2342,46.07
2343,48.14
2344,48.48
2345,45.88
2346,44.6
2347,50.27
2348,54.02
2349,56.17
2350,56.68
2351,56.99
2352,56.11
2353,48.64
2354,46.22
2355,46.4
2356,45.06
2357,44.19
2358,46.55
2359,45.96
2360,43.27
2361,38.85
2362,37.53
2363,34.12
2364,31.14
2365,24.11
2366,27.89
2367,26.5
2368,29.15
2369,28.39
2370,22.12
2371,21.61
2372,23.47
2373,23.47
2374,23.46
2375,22.36
2376,20.89
2377,20.55
2378,19.28
2379,17.62
2380,15.69
2381,17.3
2382,16.14
2383,14.85
2384,18.94
2385,19.6
2386,21.46
2387,22.48
2388,24.16
2389,24.89
2390,24.14
2391,22.82
2392,21.9
2393,22.52
2394,22.99
2395,22.68
2396,26.75
2397,28.87
2398,29.36
2399,28.94
2400,28.34
2401,28.76
2402,28.45
2403,27.66
2404,28.5
2405,27.73
2406,28.61
2407,30.88
2408,31.36
2409,31.01
2410,31.11
2411,31.23
2412,31.21
2413,30.4
2414,30.42
2415,30.31
2416,30.85
2417,29.68
2418,32.11
2419,32.93
2420,31.51
2421,32.27
2422,34.4
2423,37.6
2424,40.18
2425,38.2
2426,41.03
2427,44.72
2428,43.84
2429,34.12
2430,36.73
2431,37.43
2432,40.54
2433,38.78
2434,42.62
2435,43.48
2436,42.39
2437,42.57
2438,43.97
2439,47.76
2440,47.61
2441,42.43
2442,46.16
2443,48.85
2444,52.36
2445,51.25
2446,42.06
2447,44.32
2448,48.07
2449,47.39
2450,53.56
2451,57.28
2452,59.98
2453,62.35
2454,67.78
2455,64.96
2456,63.29
2457,63.96
2458,69.43
2459,72.41
2460,74.71
2461,67.51
2462,65.46
2463,59.85
2464,55.14
2465,60.6
2466,62.66
2467,61.41
2468,58.82
2469,55.03
2470,54.19
2471,57.84
2472,56.14
2473,53.81
2474,53.02
2475,57.51
2476,60.02
2477,68.97
2478,74.95
2479,75.42
2480,80.19
2481,85.15
2482,88.96
2483,96.4
2484,101.87
2485,106.51
2486,103.75
2487,100.17
2488,102.04
2489,94.94
2490,99.56
2491,97.59
2492,95.19
2493,89.81
2494,90.44
2495,90.88
2496,85.69
2497,80.29
2498,77.93
2499,86.64
2500,86.85
2501,86.37
2502,84.84
2503,86.66
2504,97.02
2505,99.67
2506,98.59
2507,99.09
2508,103.95
2509,90.58
2510,92.64
2511,91.6
2512,85.93
2513,88.82
2514,95.43
2515,99.6
2516,102.63
2517,110.95
2518,115.7
2519,118.84
2520,122.55
2521,113.44
2522,103.28
2523,105.26
2524,97.69
2525,101.69
2526,101.49
2527,98.87
2528,110.38
2529,119.66
2530,121.14
2531,117.09
2532,116.64
2533,111.39
2534,114.5
2535,119.22
2536,116.3
2537,81.8
2538,76.25
2539,83.03
2540,85.09
2541,92.14
2542,95.36
2543,97.34
2544,94.65
2545,99.64
2546,98.3
2547,95.65
2548,98.38
2549,97.36
2550,93.82
2551,97.93
2552,101.16
2553,100.75
2554,103.74
2555,109.22
2556,113.82
2557,115.27
2558,119.75
2559,124.61
2560,126.36
2561,119.51
2562,119.57
2563,119.36
2564,107.88
2565,110.4
2566,115.61
2567,112.45
2568,121.11
2569,116.4
2570,111.72
2571,95.41
2572,85.79
2573,81.6
2574,88.04
2575,92.51
2576,101.46
2577,113.08
2578,120.45
2579,121.82
2580,128.18
2581,107.63
2582,112.71
2583,117.68
2584,117.16
2585,119.52
2586,114.72
2587,126.24
2588,136.01
2589,142.12
2590,137.16
2591,133.05
2592,132.88
2593,119.02
2594,123.66
2595,121.79
2596,125.06
2597,130.16
2598,141.15
2599,146.03
2600,150.77
2601,147.28
2602,152.88
2603,147.45
2604,154.0
2605,154.71
2606,155.49
2607,161.9
2608,167.35
2609,173.58
2610,167.67
2611,174.15
2612,178.5
2613,178.46
2614,169.74
2615,170.17
2616,167.58
2617,131.22
2618,133.77
2619,142.09
2620,143.07
2621,143.06
2622,138.04
2623,138.46
2624,138.62
2625,143.77
2626,146.81
2627,149.47
2628,152.06
2629,155.59
2630,167.03
2631,171.35
2632,174.71
2633,167.93
2634,174.95
2635,176.09
2636,175.42
2637,182.88
2638,190.33
2639,201.9
2640,211.11
2641,196.51
2642,180.03
2643,190.9
2644,197.34
2645,195.12
2646,201.52
2647,206.9
2648,215.26
2649,208.3
2650,198.41
2651,195.67
2652,219.9
2653,211.88
2654,221.51
2655,230.24
2656,248.03
2657,236.38
2658,234.13
2659,236.67
2660,237.11
2661,253.55
2662,265.75
2663,268.33
2664,253.04
2665,250.16
2666,232.38
2667,185.98
2668,195.29
2669,203.61
2670,215.42
2671,228.94
2672,230.68
2673,213.13
2674,210.98
2675,230.04
2676,235.9
2677,238.14
2678,237.6
2679,227.4
2680,226.36
2681,221.41
2682,232.14
2683,255.49
2684,238.58
2685,243.48
2686,250.18
2687,244.73
2688,234.61
2689,221.41
2690,227.97
2691,242.29
2692,237.42
2693,234.35
2694,225.13
2695,247.24
2696,263.72
2697,258.84
2698,251.0
2699,271.09
2700,283.26
2701,315.43
2702,314.91
2703,306.85
2704,260.38
2705,281.01
2706,301.49
2707,324.33
2708,332.21
2709,333.7
2710,365.66
2711,379.46
2712,369.56
2713,352.64
2714,305.5
2715,311.51
2716,295.47
2717,301.31
2718,316.45
2719,308.89
2720,303.91
2721,296.78
2722,306.29
2723,330.98
2724,358.69
2725,304.22
2726,319.81
2727,332.83
2728,329.19
2729,360.28
2730,376.48
2731,388.05
2732,398.29
2733,409.75
2734,419.89
2735,408.81
2736,411.33
2737,466.44
2738,452.87
2739,448.32
2740,473.17
2741,482.77
2742,530.19
2743,547.24
2744,534.98
2745,547.35
2746,532.61
2747,502.66
2748,536.83
2749,581.5
2750,615.24
2751,598.23
2752,603.64
2753,583.95
2754,615.26
2755,617.51
2756,668.87
2757,660.76
2758,693.08
2759,704.98
2760,668.44
2761,698.87
2762,676.39
2763,689.51
2764,695.36
2765,736.45
2766,760.41
2767,759.96
2768,779.19
2769,775.13
2770,792.64
2771,817.32
2772,850.11
2773,777.65
2774,723.83
2775,717.34
2776,720.05
2777,720.32
2778,666.75
2779,662.97
2780,624.91
2781,606.92
2782,608.02
2783,636.02
2784,682.5
2785,577.6
2786,585.98
2787,616.77
2788,552.84
2789,427.8
2790,372.74
2791,392.23
2792,349.65
2793,310.01
2794,342.3
2795,418.32
2796,433.53
2797,397.55
2798,437.27
2799,455.91
2800,498.35
2801,468.6
2802,483.38
2803,529.51
2804,513.22
2805,539.3
2806,587.81
2807,628.87
2808,590.43
2809,468.95
2810,496.47
2811,454.27
2812,510.44
2813,530.24
2814,555.72
2815,590.64
2816,591.54
2817,619.03
2818,647.59
2819,658.32
2820,650.77
2821,622.02
2822,603.58
2823,547.6
2824,483.06
2825,557.95
2826,552.12
2827,552.28
2828,590.65
2829,613.82
2830,630.33
2831,627.17
2832,590.4
2833,608.94
2834,596.88
2835,614.61
2836,633.74
2837,618.49
2838,629.23
2839,651.04
2840,696.92
2841,701.78
2842,736.99
2843,734.25
2844,771.57
2845,742.7
2846,795.01
2847,777.19
2848,825.03
2849,859.78
2850,888.96
2851,910.45
2852,868.22
2853,904.42
2854,913.93
2855,895.6
2856,891.98
2857,959.58
2858,903.4
2859,954.54
2860,918.81
2861,953.22
2862,967.15
2863,987.48
2864,952.71
2865,1011.73
2866,1030.2
2867,1007.82
2868,1019.82
2869,963.41
2870,936.13
2871,879.92
2872,827.3
2873,882.62
2874,891.59
2875,844.0
2876,767.59
2877,783.74
2878,836.56
2879,855.93
2880,862.63
2881,867.86
2882,930.52
2883,943.13
2884,941.99
2885,892.88
2886,1004.95
2887,1029.26
2888,1025.95
2889,1029.71
2890,1029.71
2891,1057.31
2892,1026.09
2893,1036.4
2894,1037.47
2895,1007.69
2896,1082.81
2897,1111.61
2898,1168.79
2899,1192.08
2900,1212.21
2901,1172.71
2902,1182.18
2903,1180.41
2904,1228.0
2905,1194.11
2906,1213.63
2907,1233.58
2908,1207.74
2909,1070.69
2910,1060.47
2911,919.83
2912,1039.77
2913,1083.91
2914,1048.71
2915,1106.4
2916,997.93
2917,1047.22
2918,1032.56
2919,952.25
2920,980.54
2921,1003.92
2922,1049.94
2923,1079.94
2924,1020.7
2925,923.61
2926,640.97
2927,780.73
2928,869.32
2929,846.75
2930,890.65
2931,976.19
2932,940.7
2933,964.69
2934,1185.88
2935,1292.72
2936,1339.88
2937,1498.36
2938,1590.49
2939,1680.61
2940,1750.88
2941,1542.22
2942,1519.59
2943,1540.95
2944,1498.68
2945,1551.38
2946,1526.63
2947,1590.29
2948,1463.45
2949,1484.93
2950,1465.93
2951,1354.89
2952,1380.48
2953,
2954,
2955,
2956,
2957,
2958,0.5532
2959,0.5538
2960,0.5539
2961,0.5543
2962,0.5605
2963,0.5645
2964,0.5638
2965,0.5642
2966,0.5663
2967,0.577
2968,0.5788
2969,0.5857
2970,0.456
2971,0.4578
2972,0.4577
2973,0.4607
2974,0.4626
2975,0.4624
2976,0.4584
2977,0.4586
2978,0.4587
2979,0.4564
2980,0.4603
2981,0.4602
2982,0.435
2983,0.4357
2984,0.4334
2985,0.4338
2986,0.435
2987,0.4369
2988,0.4365
2989,0.4386
2990,0.4346
2991,0.434
2992,0.4332
2993,0.4321
2994,0.3784
2995,0.3784
2996,0.3803
2997,0.382
2998,0.3838
2999,0.3811
3000,0.3786
3001,0.3772
3002,0.3759
3003,0.375
3004,0.3725
3005,0.373
3006,0.5202
3007,0.5215
3008,0.5229
3009,0.5202
3010,0.5171
3011,0.5177
3012,0.5151
3013,0.5226
3014,0.5253
3015,0.5251
3016,0.5223
3017,0.5233
3018,0.3187
3019,0.3214
3020,0.3199
3021,0.3185
3022,0.3216
3023,0.3195
3024,0.3205
3025,0.3214
3026,0.3237
3027,0.3234
3028,0.3229
3029,0.3249
3030,0.2646
3031,0.2647
3032,0.2627
3033,0.2621
3034,0.2592
3035,0.2587
3036,0.2559
3037,0.2592
3038,0.2581
3039,0.2619
3040,0.2699
3041,0.2718
3042,0.4142
3043,0.4114
3044,0.4146
3045,0.4059
3046,0.4045
3047,0.4065
3048,0.4063
3049,0.4101
3050,0.4085
3051,0.4029
3052,0.4033
3053,0.3992
3054,0.5105
3055,0.513
3056,0.5134
3057,0.5091
3058,0.5062
3059,0.5065
3060,0.5063
3061,0.5039
3062,0.5017
3063,0.4989
3064,0.4957
3065,0.4908
3066,0.4744
3067,0.475
3068,0.4776
3069,0.478
3070,0.4827
3071,0.482
3072,0.4788
3073,0.484
3074,0.4922
3075,0.4959
3076,0.504
3077,0.5071
3078,0.4637
3079,0.4514
3080,0.4461
3081,0.4414
3082,0.4449
3083,0.456
3084,0.4524
3085,0.4591
3086,0.4628
3087,0.4643
3088,0.465
3089,0.4644
3090,0.9486
3091,0.9575
3092,0.9632
3093,0.9823
3094,0.968
3095,0.9604
3096,0.9583
3097,0.9727
3098,0.9576
3099,0.9605
3100,0.9489
3101,0.9394
3102,1.5086
3103,1.5159
3104,1.508
3105,1.516
3106,1.5207
3107,1.5245
3108,1.5327
3109,1.5602
3110,1.565
3111,1.5672
3112,1.5651
3113,1.5641
3114,1.0009
3115,1.0048
3116,1.0096
3117,1.0098
3118,1.0066
3119,1.0038
3120,1.0111
3121,1.0179
3122,1.0222
3123,1.019
3124,1.0276
3125,1.0299
3126,0.8037
3127,0.8043
3128,0.798
3129,0.797
3130,0.7991
3131,0.8007
3132,0.7961
3133,0.8023
3134,0.803
3135,0.8079
3136,0.8013
3137,0.8021
3138,0.7598
3139,0.7554
3140,0.7538
3141,0.7557
3142,0.7635
3143,0.7553
3144,0.7499
3145,0.7472
3146,0.7503
3147,0.7465
3148,0.7548
3149,0.7599
3150,0.7646
3151,0.7629
3152,0.7592
3153,0.7539
3154,0.7547
3155,0.7465
3156,0.7437
3157,0.7451
3158,0.7409
3159,0.741
3160,0.7417
3161,0.7428
3162,0.6942
3163,0.6929
3164,0.6848
3165,0.6815
3166,0.6795
3167,0.663
3168,0.6724
3169,0.685
3170,0.6914
3171,0.6902
3172,0.6915
3173,0.6801
3174,0.5795
3175,0.5813
3176,0.5888
3177,0.5988
3178,0.5909
3179,0.5986
3180,0.6008
3181,0.6011
3182,0.6108
3183,0.615
3184,0.6116
3185,0.6157
3186,0.6885
3187,0.6896
3188,0.6926
3189,0.701
3190,0.6953
3191,0.6926
3192,0.6836
3193,0.6797
3194,0.6782
3195,0.6871
3196,0.6868
3197,0.6828
3198,0.641
3199,0.6577
3200,0.6667
3201,0.6694
3202,0.6799
3203,0.6764
3204,0.681
3205,0.6954
3206,0.7044
3207,0.7093
3208,0.7109
3209,0.7106
3210,0.5555
3211,0.56
3212,0.5524
3213,0.5603
3214,0.5659
3215,0.5722
3216,0.5729
3217,0.5644
3218,0.5625
3219,0.5681
3220,0.5722
3221,0.5708
3222,0.6088
3223,0.6066
3224,0.6109
3225,0.6157
3226,0.6157
3227,0.6106
3228,0.6095
3229,0.6072
3230,0.6075
3231,0.6101
3232,0.6091
3233,0.6124
3234,0.465
3235,0.4698
3236,0.4715
3237,0.4768
3238,0.4749
3239,0.4699
3240,0.4658
3241,0.4627
3242,0.4528
3243,0.4533
3244,0.4523
3245,0.4497
3246,0.4458
3247,0.4482
3248,0.4503
3249,0.4523
3250,0.4631
3251,0.4688
3252,0.4645
3253,0.4653
3254,0.4649
3255,0.4611
3256,0.4618
3257,0.4651
3258,0.5632
3259,0.5703
3260,0.5765
3261,0.5736
3262,0.5769
3263,0.5751
3264,0.5719
3265,0.5804
3266,0.576
3267,0.5763
3268,0.5709
3269,0.5681
3270,0.5063
3271,0.5086
3272,0.5064
3273,0.5062
3274,0.5047
3275,0.5006
3276,0.4957
3277,0.497
3278,0.4961
3279,0.494
3280,0.4904
3281,0.4879
3282,0.488
3283,0.4849
3284,0.4885
3285,0.4852
3286,0.4824
3287,0.4772
3288,0.472
3289,0.4723
3290,0.4732
3291,0.4686
3292,0.4719
3293,0.4697
3294,0.6615
3295,0.6578
3296,0.6576
3297,0.6581
3298,0.6571
3299,0.6542
3300,0.6465
3301,0.6543
3302,0.6641
3303,0.6756
3304,0.6829
3305,0.689
3306,0.4717
3307,0.4725
3308,0.473
3309,0.471
3310,0.4642
3311,0.4638
3312,0.4588
3313,0.466
3314,0.478
3315,0.4801
3316,0.4784
3317,0.4648
3318,0.3793
3319,0.3799
3320,0.382
3321,0.3811
3322,0.379
3323,0.3788
3324,0.3794
3325,0.3835
3326,0.3806
3327,0.3824
3328,0.385
3329,0.3889
3330,0.3695
3331,0.3706
3332,0.3662
3333,0.364
3334,0.3599
3335,0.3594
3336,0.3527
3337,0.3552
3338,0.3534
3339,0.3517
3340,0.3558
3341,0.3572
3342,0.4112
3343,0.4074
3344,0.4093
3345,0.4079
3346,0.4084
3347,0.4093
3348,0.4063
3349,0.4045
3350,0.4045
3351,0.4037
3352,0.3974
3353,0.396
3354,0.3266
3355,0.3307
3356,0.3293
3357,0.3272
3358,0.3307
3359,0.3343
3360,0.3329
3361,0.3336
3362,0.34
3363,0.3427
3364,0.3466
3365,0.343
3366,0.3145
3367,0.317
3368,0.3169
3369,0.3187
3370,0.321
3371,0.325
3372,0.323
3373,0.3235
3374,0.3251
3375,0.3252
3376,0.3263
3377,0.3273
3378,0.2827
3379,0.2833
3380,0.285
3381,0.2819
3382,0.2823
3383,0.2828
3384,0.2816
3385,0.2806
3386,0.278
3387,0.2776
3388,0.2819
3389,0.2818
3390,0.373
3391,0.3729
3392,0.3757
3393,0.3698
3394,0.3722
3395,0.3652
3396,0.3593
3397,0.3659
3398,0.366
3399,0.3744
3400,0.3793
3401,0.3835
3402,0.405
3403,0.4082
3404,0.4059
3405,0.4088
3406,0.4074
3407,0.4102
3408,0.412
3409,0.4105
3410,0.4104
3411,0.4159
3412,0.4135
3413,0.4194
3414,0.4545
3415,0.4635
3416,0.4697
3417,0.4695
3418,0.4675
3419,0.4678
3420,0.4676
3421,0.4762
3422,0.4812
3423,0.4848
3424,0.4864
3425,0.4852
3426,0.4337
3427,0.4249
3428,0.4278
3429,0.4248
3430,0.4195
3431,0.4227
3432,0.4259
3433,0.4244
3434,0.4236
3435,0.419
3436,0.4175
3437,0.425
3438,0.4725
3439,0.4716
3440,0.4722
3441,0.4794
3442,0.4764
3443,0.4796
3444,0.4816
3445,0.4885
3446,0.4895
3447,0.4927
3448,0.4904
3449,0.4876
3450,0.3442
3451,0.3485
3452,0.344
3453,0.3426
3454,0.3385
3455,0.3393
3456,0.3413
3457,0.342
3458,0.3424
3459,0.3448
3460,0.3472
3461,0.3461
3462,0.3029
3463,0.3036
3464,0.306
3465,0.308
3466,0.3061
3467,0.3021
3468,0.3019
3469,0.3069
3470,0.3048
3471,0.3048
3472,0.3077
3473,0.3075
3474,0.3095
3475,0.3104
3476,0.3084
3477,0.3086
3478,0.307
3479,0.3082
3480,0.3068
3481,0.3063
3482,0.3055
3483,0.3025
3484,0.3009
3485,0.2985
3486,0.2861
3487,0.2843
3488,0.2804
3489,0.2796
3490,0.2795
3491,0.2798
3492,0.2799
3493,0.2862
3494,0.2879
3495,0.2874
3496,0.2869
3497,0.2867
3498,0.3297
3499,0.331
3500,0.3304
3501,0.3327
3502,0.3311
3503,0.3263
3504,0.3305
3505,0.3243
3506,0.3217
3507,0.324
3508,0.3262
3509,0.3273
3510,0.6585
3511,0.6896
3512,0.7099
3513,0.7216
3514,0.7146
3515,0.7295
3516,0.7324
3517,0.731
3518,0.751
3519,0.7491
3520,0.7825
3521,0.7702
3522,0.4137
3523,0.4239
3524,0.4311
3525,0.4267
3526,0.4313
3527,0.4287
3528,0.4328
3529,0.4287
3530,0.4297
3531,0.4252
3532,0.425
3533,0.4207
3534,0.3446
3535,0.3433
3536,0.3443
3537,0.3441
3538,0.3429
3539,0.3392
3540,0.3411
3541,0.3378
3542,0.3384
3543,0.3371
3544,0.3379
3545,0.3396
3546,0.4139
3547,0.4126
3548,0.4156
3549,0.4204
3550,0.4277
3551,0.4271
3552,0.4304
3553,0.4305
3554,0.4345
3555,0.4375
3556,0.4409
3557,0.4433
3558,0.3854
3559,0.3892
3560,0.3877
3561,0.3829
3562,0.3869
3563,0.3803
3564,0.3805
3565,0.3788
3566,0.3794
3567,0.3843
3568,0.3881
3569,0.389
3570,0.3018
3571,0.3001
3572,0.3
3573,0.2971
3574,0.2933
3575,0.2911
3576,0.2936
3577,0.29
3578,0.2892
3579,0.2886
3580,0.2901
3581,0.2881
3582,0.2818
3583,0.2714
3584,0.2777
3585,0.2752
3586,0.2768
3587,0.2757
3588,0.2689
3589,0.2684
3590,0.2663
3591,0.2716
3592,0.2739
3593,0.2721
3594,0.3365
3595,0.3377
3596,0.343
3597,0.3464
3598,0.341
3599,0.3437
3600,0.343
3601,0.3422
3602,0.343
3603,0.3403
3604,0.3402
3605,0.3373
3606,0.2933
3607,0.2897
3608,0.2892
3609,0.2907
3610,0.2872
3611,0.283
3612,0.2837
3613,0.2887
3614,0.2897
3615,0.2889
3616,0.2885
3617,0.2871
3618,0.2944
3619,0.2929
3620,0.2938
3621,0.2936
3622,0.2929
3623,0.2873
3624,0.2832
3625,0.2858
3626,0.2892
3627,0.285
3628,0.285
3629,0.28
3630,0.4145
3631,0.4045
3632,0.3952
3633,0.4039
3634,0.3997
3635,0.3975
3636,0.4033
3637,0.3859
3638,0.3781
3639,0.3524
3640,0.3577
3641,0.352
3642,0.3296
3643,0.3252
3644,0.33
3645,0.3287
3646,0.3303
3647,0.3323
3648,0.3307
3649,0.3385
3650,0.3408
3651,0.3398
3652,0.3354
3653,0.3411
3654,0.3511
3655,0.3487
3656,0.3499
3657,0.3532
3658,0.3494
3659,0.3526
3660,0.3536
3661,0.3558
3662,0.3623
3663,0.3598
3664,0.3613
3665,0.3633
3666,
3667,
3668,
3669,
3670,
3671,0.4971
3672,0.4964
3673,0.4948
3674,0.4959
3675,0.4994
3676,0.5032
3677,0.502
3678,0.5038
3679,0.5041
3680,0.5122
3681,0.5137
3682,0.519
3683,0.4289
3684,0.4299
3685,0.4295
3686,0.4329
3687,0.4328
3688,0.4324
3689,0.4281
3690,0.4284
3691,0.4275
3692,0.4251
3693,0.429
3694,0.4298
3695,0.4183
3696,0.4183
3697,0.4159
3698,0.4159
3699,0.4169
3700,0.4178
3701,0.4179
3702,0.4195
3703,0.4155
3704,0.4129
3705,0.4104
3706,0.4102
3707,0.3926
3708,0.3918
3709,0.3947
3710,0.3971
3711,0.4012
3712,0.395
3713,0.3926
3714,0.3918
3715,0.3902
3716,0.3887
3717,0.3861
3718,0.3862
3719,0.3704
3720,0.3725
3721,0.3745
3722,0.3713
3723,0.3685
3724,0.3677
3725,0.3631
3726,0.37
3727,0.3736
3728,0.3727
3729,0.369
3730,0.3681
3731,0.2693
3732,0.2707
3733,0.2686
3734,0.2666
3735,0.2689
3736,0.2672
3737,0.2685
3738,0.2693
3739,0.2711
3740,0.27
3741,0.269
3742,0.2705
3743,0.3293
3744,0.3283
3745,0.3245
3746,0.3218
3747,0.3196
3748,0.3177
3749,0.3134
3750,0.3168
3751,0.3156
3752,0.3207
3753,0.3298
3754,0.3314
3755,0.6785
3756,0.6745
